Player Name,Session Date,Drill Name,Session Time(mins),Total Distance,Metres Per Minute,Distance Zone 1,Distance Zone 2,Distance Zone 3,Distance Zone 4,Distance Zone 5,Distance Zone 6,HSR per min,Average Speed,Maximum Speed,Number of Sprints,Number of Accelerations,Accelerations Zone 1,Accelerations Zone 2,Accelerations Zone 3,Accelerations Zone 4,Accelerations Zone 5,Accelerations Zone 6,Number of Decelerations,Decelerations Zone 1,Decelerations Zone 2,Decelerations Zone 3,Decelerations Zone 4,Decelerations Zone 5,Decelerations Zone 6,HML Distance,HML Distance Per Minute,Average Step Impact Left (g),Average Step Impact Right (g),Step Balance,HML Efforts,Explosive Distance
Valverde,2022-09-14,Warm Up,10.4,918.0,88.21,279.0,448.0,111.0,29.0,42.0,9.0,4.88,1.47,7.49,4,4,48,33,2,3,1,0,6,40,37,4,2,2,2,77.0,7.37,357.0,1.0,0.25,6.0,26
Vasquez,2022-09-14,Warm Up,10.4,966.0,92.82,229.0,468.0,121.0,83.0,50.0,15.0,6.27,1.55,7.71,6,6,28,46,8,2,4,0,5,28,52,4,2,1,2,121.0,11.66,384.0,1.0,0.41,10.0,56
Carvajal,2022-09-14,Warm Up,10.4,955.0,91.74,247.0,549.0,80.0,48.0,32.0,0.0,3.07,1.53,6.4,4,1,40,27,5,1,0,0,2,31,34,4,2,0,0,83.0,7.94,456.0,1.0,0.3,8.0,51
Militao,2022-09-14,Warm Up,10.4,936.0,89.94,190.0,545.0,108.0,37.0,55.0,1.0,5.36,1.5,7.06,5,6,29,31,6,3,2,1,4,15,45,4,3,1,0,94.0,9.08,382.0,1.0,0.33,10.0,39
Alaba,2022-09-14,Warm Up,10.4,935.0,89.86,228.0,530.0,92.0,51.0,34.0,0.0,3.28,1.5,6.68,4,4,52,29,4,2,2,0,3,29,48,5,2,1,0,81.0,7.75,691.0,1.0,0.29,8.0,47
Vallejo,2022-09-14,Warm Up,10.4,974.0,93.58,258.0,500.0,99.0,53.0,61.0,3.0,6.11,1.56,7.23,6,8,39,30,3,6,2,0,2,52,26,8,2,0,0,107.0,10.31,784.0,3.0,0.36,8.0,44
Nacho,2022-09-14,Warm Up,10.4,913.0,87.78,245.0,469.0,99.0,63.0,37.0,0.0,3.54,1.46,6.69,4,3,36,18,4,3,0,0,4,30,29,1,3,1,0,84.0,8.06,277.0,1.0,0.29,8.0,47
Hazard,2022-09-14,Warm Up,10.4,1008.0,96.92,224.0,563.0,128.0,49.0,44.0,0.0,4.26,1.62,6.88,5,3,34,29,6,3,0,0,4,30,38,5,2,2,0,90.0,8.67,383.0,1.0,0.32,9.0,46
Kroos,2022-09-14,Warm Up,10.4,958.0,92.08,266.0,493.0,82.0,43.0,64.0,11.0,7.17,1.53,7.51,6,8,30,41,4,5,3,0,3,23,40,12,2,1,0,100.0,9.58,674.0,4.0,0.31,8.0,25
Benzema,2022-09-14,Warm Up,10.4,985.0,94.67,209.0,514.0,135.0,59.0,66.0,1.0,6.52,1.58,7.09,6,5,31,36,11,3,2,0,6,23,53,8,1,3,2,129.0,12.39,467.0,1.0,0.45,13.0,61
Isco,2022-09-15,Warm Up,15.53,844.0,54.33,275.0,414.0,66.0,49.0,38.0,1.0,2.53,0.91,7.21,4,6,27,16,1,4,2,0,3,42,22,3,2,0,1,90.0,5.77,408.0,0.0,0.32,8.0,50
Asensio,2022-09-15,Warm Up,15.53,838.0,53.94,297.0,385.0,49.0,59.0,47.0,0.0,3.05,0.9,6.99,6,6,31,25,1,6,0,0,6,45,19,0,0,3,3,95.0,6.14,329.0,1.0,0.33,8.0,48
Camavinga,2022-09-15,Warm Up,15.53,830.0,53.43,306.0,378.0,49.0,63.0,34.0,0.0,2.16,0.89,6.96,4,8,27,11,3,5,3,0,2,40,11,4,0,1,1,78.0,5.02,331.0,3.0,0.28,8.0,44
Marcelo,2022-09-15,Warm Up,15.53,776.0,49.96,275.0,354.0,48.0,57.0,41.0,1.0,2.71,0.83,7.16,4,5,18,11,2,5,0,0,4,31,13,2,2,2,0,82.0,5.28,340.0,0.0,0.28,7.0,40
Casemiro,2022-09-15,Warm Up,15.53,904.0,58.2,330.0,372.0,83.0,75.0,44.0,0.0,2.85,0.97,6.57,6,9,32,26,1,6,3,0,6,37,25,4,2,2,2,109.0,7.0,407.0,4.0,0.4,10.0,64
Valverde,2022-09-15,Warm Up,13.44,579.0,43.06,228.0,178.0,132.0,28.0,11.0,1.0,0.96,0.72,7.34,1,4,30,9,4,3,1,0,2,27,12,5,1,0,1,50.0,3.69,228.0,1.0,0.2,5.0,37
Vasquez,2022-09-15,Warm Up,15.53,826.0,53.16,330.0,350.0,40.0,65.0,40.0,1.0,2.62,0.89,7.02,6,7,30,22,3,5,2,0,7,39,21,2,4,2,1,103.0,6.64,309.0,2.0,0.38,10.0,62
Carvajal,2022-09-15,Warm Up,15.53,852.0,54.89,292.0,396.0,69.0,68.0,27.0,0.0,1.73,0.91,6.64,5,7,22,11,2,6,1,0,4,22,17,3,3,0,1,90.0,5.78,356.0,0.0,0.34,9.0,63
Militao,2022-09-15,Warm Up,15.53,790.0,50.9,221.0,353.0,70.0,89.0,57.0,0.0,3.69,0.85,6.85,6,9,24,11,4,4,4,1,8,26,13,4,3,4,1,131.0,8.46,445.0,5.0,0.47,12.0,74
Alaba,2022-09-15,Warm Up,15.53,766.0,49.34,282.0,348.0,61.0,53.0,24.0,0.0,1.51,0.82,6.54,4,6,38,12,2,5,1,0,3,40,14,5,1,2,0,75.0,4.82,253.0,2.0,0.28,8.0,51
Vallejo,2022-09-15,Warm Up,15.53,785.0,50.56,290.0,343.0,49.0,69.0,34.0,0.0,2.22,0.84,6.93,5,9,22,19,2,4,5,0,7,34,17,3,0,5,2,102.0,6.58,403.0,5.0,0.38,8.0,68
Nacho,2022-09-15,Warm Up,15.53,876.0,56.41,357.0,335.0,74.0,91.0,19.0,0.0,1.22,0.94,6.54,3,8,34,17,2,6,2,0,3,37,16,8,0,2,1,96.0,6.2,400.0,2.0,0.37,11.0,77
Hazard,2022-09-15,Warm Up,15.53,816.0,52.53,358.0,314.0,45.0,52.0,46.0,0.0,2.98,0.87,6.91,6,8,34,18,0,5,3,0,5,31,23,2,1,3,1,83.0,5.36,272.0,4.0,0.29,7.0,37
Kroos,2022-09-15,Warm Up,15.53,843.0,54.26,330.0,345.0,66.0,56.0,43.0,3.0,2.95,0.9,7.29,5,9,35,14,1,5,4,0,7,44,14,3,1,5,1,100.0,6.45,225.0,4.0,0.37,9.0,54
Benzema,2022-09-15,Warm Up,15.53,894.0,57.58,242.0,356.0,135.0,89.0,53.0,18.0,4.62,0.96,7.84,6,6,37,25,6,4,2,0,6,38,36,4,4,1,1,142.0,9.12,513.0,3.0,0.48,13.0,70
Isco,2022-09-16,Warm Up,11.56,775.0,67.01,207.0,368.0,125.0,69.0,6.0,0.0,0.48,1.12,6.83,0,2,20,17,11,1,1,0,0,23,26,4,0,0,0,61.0,5.26,353.0,1.0,0.26,11.0,55
Modric,2022-09-16,Warm Up,11.56,494.0,42.75,260.0,165.0,42.0,25.0,2.0,0.0,0.2,0.71,5.95,1,4,20,9,6,4,0,0,0,34,16,5,0,0,0,47.0,4.06,432.0,0.0,0.21,6.0,45
Asensio,2022-09-16,Warm Up,11.56,708.0,61.29,180.0,415.0,77.0,36.0,0.0,0.0,0.0,1.02,5.42,0,2,29,35,8,2,0,0,1,32,35,4,1,0,0,55.0,4.75,400.0,0.0,0.24,8.0,55
Camavinga,2022-09-16,Warm Up,11.56,674.0,58.29,166.0,379.0,103.0,26.0,0.0,0.0,0.0,0.97,4.84,0,0,23,15,2,0,0,0,0,28,9,4,0,0,0,27.0,2.31,192.0,0.0,0.12,6.0,27
Casemiro,2022-09-16,Warm Up,11.56,523.0,45.23,255.0,215.0,23.0,28.0,2.0,0.0,0.15,0.75,5.81,0,7,32,30,2,5,2,0,1,31,26,8,0,0,1,41.0,3.52,186.0,0.0,0.17,6.0,39
Valverde,2022-09-16,Warm Up,11.56,693.0,59.91,233.0,330.0,98.0,32.0,0.0,0.0,0.0,1.0,5.19,0,1,21,18,8,1,0,0,3,28,19,3,3,0,0,55.0,4.74,395.0,0.0,0.24,9.0,55
Vasquez,2022-09-16,Warm Up,11.56,617.0,53.41,230.0,235.0,82.0,64.0,6.0,0.0,0.54,0.89,5.94,1,7,31,27,7,5,2,0,3,44,29,7,3,0,0,83.0,7.21,178.0,0.0,0.34,12.0,77
Carvajal,2022-09-16,Warm Up,11.56,686.0,59.37,156.0,389.0,71.0,69.0,1.0,0.0,0.1,0.99,5.54,0,0,16,16,8,0,0,0,1,23,19,4,1,0,0,78.0,6.78,328.0,0.0,0.3,10.0,77
Militao,2022-09-16,Warm Up,11.56,522.0,45.14,235.0,205.0,47.0,35.0,0.0,0.0,0.0,0.75,5.0,0,2,20,12,5,2,0,0,0,15,12,9,0,0,0,48.0,4.18,263.0,0.0,0.2,9.0,48
Alaba,2022-09-16,Warm Up,11.56,553.0,47.88,226.0,267.0,30.0,30.0,0.0,0.0,0.0,0.8,5.4,0,1,34,34,3,1,0,0,0,42,25,7,0,0,0,35.0,3.0,274.0,0.0,0.14,6.0,35
Nacho,2022-09-16,Warm Up,11.56,493.0,42.68,254.0,187.0,33.0,19.0,0.0,0.0,0.0,0.71,5.19,0,3,40,28,3,3,0,0,1,26,31,5,1,0,0,40.0,3.46,108.0,0.0,0.18,6.0,40
Hazard,2022-09-16,Warm Up,11.56,646.0,55.89,227.0,331.0,51.0,37.0,0.0,0.0,0.0,0.93,5.47,0,3,32,18,3,3,0,0,0,22,27,4,0,0,0,47.0,4.06,316.0,0.0,0.19,8.0,47
Kroos,2022-09-16,Warm Up,11.56,705.0,60.97,161.0,457.0,69.0,16.0,1.0,0.0,0.05,1.02,5.58,0,2,36,24,8,2,0,0,1,34,30,5,1,0,0,41.0,3.52,322.0,0.0,0.18,5.0,40
Benzema,2022-09-16,Warm Up,11.56,677.0,58.53,182.0,368.0,90.0,36.0,0.0,0.0,0.0,0.98,5.21,0,2,23,31,15,2,0,0,0,26,44,11,0,0,0,66.0,5.7,494.0,0.0,0.28,12.0,66
Carvajal,2022-09-17,Warm Up,15.8,767.0,48.57,253.0,232.0,145.0,47.0,74.0,16.0,5.72,0.81,7.35,3,4,51,20,2,1,3,0,0,49,29,3,0,0,0,97.0,6.11,288.0,1.0,0.28,5.0,6
Modric,2022-09-18,Warm Up,13.56,824.0,60.76,413.0,240.0,77.0,59.0,32.0,3.0,2.58,1.01,7.44,5,9,38,17,14,5,2,2,6,29,35,11,4,2,0,110.0,8.08,380.0,3.0,0.43,13.0,75
Nacho,2022-09-18,Warm Up,13.56,766.0,56.54,334.0,244.0,80.0,78.0,24.0,7.0,2.25,0.94,7.46,3,10,35,17,17,4,4,2,6,36,34,7,3,3,0,121.0,8.9,277.0,3.0,0.47,13.0,90
Benzema,2022-09-18,Warm Up,13.56,932.0,68.73,286.0,390.0,135.0,91.0,27.0,2.0,2.16,1.15,7.11,3,9,40,51,19,5,3,1,10,43,62,19,6,4,0,149.0,10.99,472.0,3.0,0.61,19.0,120
Isco,2022-09-21,Warm Up,11.43,749.0,65.49,241.0,321.0,131.0,52.0,5.0,0.0,0.4,1.09,5.83,1,3,33,25,20,2,0,1,4,26,42,13,1,2,1,102.0,8.96,445.0,0.0,0.46,16.0,98
Modric,2022-09-21,Warm Up,11.43,858.0,75.11,296.0,257.0,110.0,143.0,53.0,0.0,4.61,1.25,6.13,3,9,36,26,11,8,1,0,6,30,36,9,6,0,0,149.0,13.07,529.0,0.0,0.58,14.0,97
Asensio,2022-09-21,Warm Up,11.43,904.0,79.1,209.0,368.0,200.0,123.0,5.0,0.0,0.41,1.32,6.11,1,10,28,56,17,10,0,0,13,38,62,10,9,3,1,154.0,13.45,355.0,0.0,0.66,21.0,149
Camavinga,2022-09-21,Warm Up,11.43,897.0,78.45,284.0,394.0,158.0,57.0,3.0,0.0,0.25,1.31,5.69,0,8,28,27,14,7,1,0,5,29,33,11,4,1,0,104.0,9.1,280.0,0.0,0.47,11.0,101
Marcelo,2022-09-21,Warm Up,11.43,878.0,76.78,298.0,377.0,152.0,48.0,2.0,0.0,0.2,1.28,5.69,0,6,35,24,14,5,1,0,3,29,38,12,2,1,0,93.0,8.17,420.0,0.0,0.43,13.0,91
Casemiro,2022-09-21,Warm Up,11.43,853.0,74.64,293.0,379.0,104.0,76.0,2.0,0.0,0.2,1.24,5.62,0,7,39,39,22,5,2,0,12,51,52,12,5,4,3,131.0,11.49,368.0,1.0,0.58,20.0,129
Valverde,2022-09-21,Warm Up,11.43,751.0,65.73,219.0,351.0,97.0,82.0,2.0,0.0,0.15,1.1,5.78,0,8,40,39,15,6,2,0,7,40,38,12,4,2,1,112.0,9.79,218.0,0.0,0.47,16.0,110
Tchouameni,2022-09-21,Warm Up,11.43,743.0,65.04,272.0,306.0,98.0,67.0,2.0,0.0,0.15,1.08,5.6,0,10,33,41,25,9,1,0,11,39,54,15,8,3,0,123.0,10.73,325.0,1.0,0.55,16.0,121
Militao,2022-09-21,Warm Up,11.43,785.0,68.7,271.0,327.0,112.0,66.0,9.0,0.0,0.78,1.14,6.33,1,10,39,30,15,8,2,0,8,29,43,12,6,1,1,111.0,9.73,363.0,0.0,0.49,16.0,102
Vallejo,2022-09-21,Warm Up,11.43,738.0,64.57,249.0,317.0,121.0,50.0,1.0,0.0,0.05,1.08,5.72,0,12,39,29,24,9,3,0,5,43,50,18,2,1,2,113.0,9.92,341.0,0.0,0.54,17.0,113
Nacho,2022-09-21,Warm Up,11.43,732.0,64.04,296.0,280.0,113.0,43.0,0.0,0.0,0.0,1.07,5.03,0,4,41,27,21,3,1,0,7,39,42,12,5,2,0,105.0,9.2,187.0,0.0,0.48,19.0,105
Kroos,2022-09-21,Warm Up,11.43,809.0,70.74,238.0,393.0,127.0,49.0,0.0,0.0,0.0,1.18,5.0,0,11,38,43,16,9,2,0,8,39,55,10,5,2,1,116.0,10.15,259.0,0.0,0.54,17.0,116
Benzema,2022-09-21,Warm Up,11.43,920.0,80.51,226.0,463.0,147.0,72.0,12.0,0.0,1.02,1.34,6.78,1,6,34,41,31,5,1,0,14,37,58,20,10,3,1,147.0,12.86,597.0,1.0,0.65,19.0,135
Asensio,2022-09-22,Warm Up,16.04,1283.0,80.0,283.0,758.0,99.0,65.0,61.0,17.0,4.88,1.33,7.7,6,7,49,41,4,3,3,1,4,38,51,7,2,2,0,139.0,8.67,646.0,3.0,0.45,11.0,61
Valverde,2022-09-22,Warm Up,16.04,883.0,55.07,215.0,368.0,143.0,84.0,55.0,17.0,4.5,0.92,7.66,5,10,35,30,4,5,3,2,8,21,32,13,1,3,4,150.0,9.33,258.0,4.0,0.52,11.0,77
Hazard,2022-09-22,Warm Up,16.04,1220.0,76.05,294.0,706.0,79.0,54.0,61.0,26.0,5.4,1.27,7.76,6,7,44,23,5,3,2,2,5,39,35,5,1,2,2,139.0,8.66,369.0,4.0,0.45,11.0,52
Benzema,2022-09-22,Warm Up,16.04,1266.0,78.92,238.0,742.0,142.0,66.0,56.0,22.0,4.86,1.32,7.57,5,5,48,41,4,1,2,2,5,52,53,5,1,3,1,136.0,8.47,695.0,4.0,0.43,11.0,58
Modric,2022-09-23,Warm Up,7.43,785.0,105.58,107.0,558.0,70.0,46.0,3.0,0.0,0.46,1.76,5.85,1,2,21,7,1,0,1,1,1,17,8,2,1,0,0,37.0,5.01,362.0,0.0,0.15,5.0,34
Marcelo,2022-09-23,Warm Up,7.43,724.0,97.46,101.0,516.0,53.0,49.0,6.0,0.0,0.84,1.62,6.0,2,2,25,7,0,1,1,0,1,22,12,2,1,0,0,36.0,4.86,305.0,0.0,0.13,3.0,30
Casemiro,2022-09-23,Warm Up,7.43,840.0,112.96,102.0,610.0,62.0,52.0,12.0,0.0,1.68,1.88,6.45,1,2,19,13,0,1,1,0,1,22,18,2,1,0,0,45.0,6.0,308.0,0.0,0.15,3.0,32
Valverde,2022-09-23,Warm Up,7.43,849.0,114.25,106.0,571.0,109.0,53.0,10.0,0.0,1.28,1.9,5.83,1,0,19,8,4,0,0,0,2,18,9,0,1,1,0,45.0,6.08,296.0,0.0,0.17,4.0,36
Tchouameni,2022-09-23,Warm Up,7.43,885.0,119.0,93.0,600.0,113.0,38.0,40.0,0.0,5.37,1.98,6.78,3,2,16,13,3,1,0,1,1,17,15,1,1,0,0,62.0,8.32,344.0,0.0,0.21,7.0,22
Militao,2022-09-23,Warm Up,7.43,892.0,119.98,81.0,650.0,88.0,51.0,22.0,0.0,2.89,2.0,6.89,2,3,15,6,0,2,0,1,1,17,8,2,0,1,0,46.0,6.17,631.0,1.0,0.15,5.0,24
Alaba,2022-09-23,Warm Up,7.43,871.0,117.16,94.0,630.0,75.0,51.0,21.0,0.0,2.77,1.95,6.12,2,2,25,11,0,1,0,1,2,17,13,1,1,1,0,50.0,6.7,217.0,1.0,0.17,4.0,29
Vallejo,2022-09-23,Warm Up,7.43,853.0,114.78,85.0,623.0,75.0,36.0,32.0,2.0,4.62,1.91,7.32,3,2,24,12,0,0,1,1,2,20,15,2,2,0,0,50.0,6.73,542.0,1.0,0.16,3.0,16
Nacho,2022-09-23,Warm Up,7.43,858.0,115.42,95.0,608.0,89.0,39.0,27.0,0.0,3.68,1.92,6.85,2,2,13,10,0,1,0,1,2,16,13,0,2,0,0,46.0,6.14,444.0,1.0,0.14,3.0,18
Hazard,2022-09-23,Warm Up,7.43,849.0,114.24,107.0,614.0,75.0,33.0,21.0,0.0,2.8,1.9,6.77,2,2,10,13,0,0,2,0,2,13,18,1,2,0,0,42.0,5.62,406.0,0.0,0.15,5.0,21
Modric,2022-09-24,Warm Up,15.82,935.0,59.06,322.0,311.0,132.0,167.0,3.0,0.0,0.18,0.98,5.73,0,18,29,18,15,9,7,2,10,34,35,11,7,3,0,178.0,11.28,427.0,4.0,0.72,23.0,176
Asensio,2022-09-24,Warm Up,15.82,974.0,61.57,249.0,457.0,138.0,99.0,31.0,1.0,2.01,1.03,7.13,4,15,36,45,11,11,3,1,11,43,54,7,4,5,2,165.0,10.41,415.0,4.0,0.65,21.0,133
Camavinga,2022-09-24,Warm Up,15.82,980.0,61.96,263.0,441.0,139.0,110.0,26.0,0.0,1.67,1.03,6.56,3,11,46,20,12,7,4,0,9,32,40,11,5,2,2,151.0,9.57,363.0,3.0,0.62,20.0,125
Marcelo,2022-09-24,Warm Up,15.82,934.0,59.04,289.0,442.0,84.0,66.0,37.0,14.0,3.28,0.98,7.58,3,8,32,25,8,6,1,1,8,43,26,10,6,0,2,126.0,7.99,255.0,1.0,0.47,15.0,74
Carvajal,2022-09-24,Warm Up,15.82,866.0,54.72,234.0,360.0,119.0,141.0,12.0,0.0,0.77,0.91,6.29,2,12,23,23,6,6,4,2,7,33,32,5,6,0,1,161.0,10.19,274.0,1.0,0.64,23.0,149
Militao,2022-09-24,Warm Up,15.82,1059.0,66.93,309.0,370.0,128.0,172.0,59.0,22.0,5.12,1.12,7.76,6,20,31,25,14,15,5,0,13,35,41,9,7,1,5,247.0,15.61,482.0,5.0,0.93,28.0,166
Alaba,2022-09-24,Warm Up,15.82,1015.0,64.12,330.0,391.0,134.0,110.0,19.0,31.0,3.15,1.07,8.28,2,12,43,36,15,7,3,2,9,64,42,10,3,4,2,191.0,12.06,466.0,3.0,0.72,22.0,141
Nacho,2022-09-24,Warm Up,15.82,1087.0,68.67,326.0,367.0,179.0,162.0,39.0,13.0,3.3,1.14,7.44,3,14,38,27,21,10,4,0,13,45,39,17,12,1,0,239.0,15.11,486.0,2.0,0.95,26.0,187
Isco,2022-09-25,Warm Up,14.28,968.0,67.77,314.0,435.0,155.0,60.0,2.0,0.0,0.16,1.13,5.71,0,6,43,25,10,5,1,0,3,56,31,7,3,0,0,60.0,4.17,360.0,0.0,0.27,11.0,57
Asensio,2022-09-25,Warm Up,14.28,987.0,69.12,302.0,509.0,150.0,25.0,1.0,0.0,0.08,1.15,5.77,0,11,53,32,11,4,5,2,8,68,49,7,7,1,0,68.0,4.78,311.0,1.0,0.32,11.0,67
Camavinga,2022-09-25,Warm Up,14.28,952.0,66.69,324.0,421.0,152.0,37.0,18.0,0.0,1.29,1.11,6.93,2,8,37,15,7,6,1,1,2,51,14,7,1,1,0,67.0,4.72,181.0,1.0,0.28,9.0,49
Marcelo,2022-09-25,Warm Up,14.28,977.0,68.4,321.0,486.0,129.0,28.0,12.0,0.0,0.87,1.14,6.48,1,13,41,29,8,8,5,0,7,35,49,9,7,0,0,73.0,5.09,454.0,0.0,0.32,11.0,60
Casemiro,2022-09-25,Warm Up,14.28,1081.0,75.71,407.0,497.0,118.0,56.0,3.0,0.0,0.2,1.26,6.21,1,16,59,33,14,8,7,1,17,51,41,12,12,3,2,114.0,7.95,401.0,1.0,0.51,16.0,111
Tchouameni,2022-09-25,Warm Up,14.28,992.0,69.5,355.0,483.0,123.0,31.0,0.0,0.0,0.0,1.16,5.29,0,14,37,32,13,4,8,2,8,59,33,14,7,1,0,73.0,5.09,343.0,1.0,0.34,14.0,73
Carvajal,2022-09-25,Warm Up,14.28,909.0,63.64,320.0,473.0,108.0,8.0,0.0,0.0,0.0,1.06,4.63,0,4,48,31,8,3,1,0,1,49,46,3,1,0,0,39.0,2.72,427.0,0.0,0.2,6.0,39
Militao,2022-09-25,Warm Up,14.28,912.0,63.86,279.0,493.0,107.0,30.0,2.0,0.0,0.16,1.06,5.66,0,5,47,28,9,2,3,0,2,32,43,8,0,1,1,62.0,4.37,369.0,1.0,0.28,10.0,60
Alaba,2022-09-25,Warm Up,14.28,907.0,63.55,349.0,439.0,108.0,11.0,0.0,0.0,0.0,1.06,5.12,0,9,78,50,11,5,3,1,2,73,57,14,1,0,1,41.0,2.89,450.0,0.0,0.2,6.0,41
Vallejo,2022-09-25,Warm Up,14.28,932.0,65.25,311.0,513.0,90.0,17.0,0.0,0.0,0.0,1.09,4.7,0,7,35,29,7,6,1,0,1,45,38,4,0,1,0,42.0,2.97,467.0,0.0,0.21,7.0,42
Nacho,2022-09-25,Warm Up,14.28,886.0,62.04,351.0,436.0,89.0,10.0,0.0,0.0,0.0,1.03,4.73,0,8,46,15,5,5,3,0,3,37,26,7,2,1,0,40.0,2.82,279.0,0.0,0.2,8.0,40
Hazard,2022-09-25,Warm Up,14.28,843.0,59.01,357.0,451.0,29.0,5.0,0.0,0.0,0.0,0.98,4.79,0,7,51,31,9,3,4,0,3,62,42,14,3,0,0,35.0,2.47,161.0,0.0,0.18,7.0,35
Kroos,2022-09-25,Warm Up,14.28,966.0,67.65,257.0,467.0,177.0,63.0,2.0,0.0,0.12,1.13,5.82,0,14,49,46,14,5,7,2,8,38,59,14,6,2,0,99.0,6.94,295.0,2.0,0.45,13.0,97
Benzema,2022-09-25,Warm Up,14.28,1033.0,72.33,371.0,508.0,122.0,31.0,1.0,0.0,0.04,1.21,5.58,0,13,41,43,11,12,1,0,10,58,55,10,4,6,0,81.0,5.64,429.0,1.0,0.38,14.0,80
Modric,2022-09-28,Warm Up,15.43,522.0,33.85,264.0,195.0,45.0,18.0,0.0,0.0,0.0,0.56,5.24,0,5,51,32,8,1,2,2,4,39,41,2,2,2,0,26.0,1.7,258.0,0.0,0.12,4.0,26
Casemiro,2022-09-28,Warm Up,15.43,723.0,46.86,330.0,293.0,77.0,21.0,2.0,0.0,0.11,0.78,5.88,1,20,54,34,11,13,6,1,12,46,45,15,7,4,1,79.0,5.11,285.0,2.0,0.39,8.0,77
Carvajal,2022-09-28,Warm Up,15.43,669.0,43.38,225.0,244.0,60.0,44.0,63.0,33.0,6.22,0.72,8.05,4,8,35,15,2,6,1,1,2,35,19,5,0,1,1,113.0,7.33,280.0,2.0,0.36,7.0,17
Militao,2022-09-28,Warm Up,15.43,840.0,54.46,329.0,247.0,65.0,116.0,60.0,23.0,5.37,0.91,8.25,4,15,44,33,10,9,4,2,9,47,32,12,4,2,3,154.0,9.99,505.0,5.0,0.55,12.0,71
Alaba,2022-09-28,Warm Up,15.43,833.0,53.97,350.0,259.0,49.0,74.0,95.0,5.0,6.51,0.9,7.31,4,9,60,43,7,5,4,0,7,61,38,7,4,1,2,147.0,9.55,334.0,2.0,0.5,9.0,47
Nacho,2022-09-28,Warm Up,15.43,556.0,36.02,289.0,220.0,41.0,6.0,0.0,0.0,0.0,0.6,5.05,0,4,58,38,8,4,0,0,4,67,38,6,4,0,0,19.0,1.23,163.0,0.0,0.1,3.0,19
Benzema,2022-09-28,Warm Up,15.43,799.0,51.77,337.0,312.0,121.0,29.0,0.0,0.0,0.0,0.86,5.13,0,23,48,51,20,13,9,1,16,68,49,25,8,5,3,98.0,6.32,344.0,3.0,0.48,13.0,98
Militao,2022-09-30,Warm Up,9.42,752.0,79.81,278.0,265.0,69.0,92.0,48.0,0.0,5.1,1.33,6.61,6,9,25,24,3,3,4,2,6,31,22,6,5,1,0,129.0,13.72,220.0,1.0,0.46,14.0,81
