Player Name,Session Date,Drill Name,Session Time(mins),Total Distance,Metres Per Minute,Distance Zone 1,Distance Zone 2,Distance Zone 3,Distance Zone 4,Distance Zone 5,Distance Zone 6,HSR per min,Average Speed,Maximum Speed,Number of Sprints,Number of Accelerations,Accelerations Zone 1,Accelerations Zone 2,Accelerations Zone 3,Accelerations Zone 4,Accelerations Zone 5,Accelerations Zone 6,Number of Decelerations,Decelerations Zone 1,Decelerations Zone 2,Decelerations Zone 3,Decelerations Zone 4,Decelerations Zone 5,Decelerations Zone 6,HML Distance,HML Distance Per Minute,Average Step Impact Left (g),Average Step Impact Right (g),Step Balance,HML Efforts,Explosive Distance
Asensio,2022-09-10,Attack v Defence,16.03,1402.0,87.49,372.0,595.0,242.0,138.0,37.0,19.0,3.47,1.46,7.64,4,10,47,47,27,7,3,0,13,33,40,30,9,2,2,222.0,13.88,550.0,0.0,0.87,22.0,167
Camavinga,2022-09-10,Attack v Defence,16.03,1247.0,77.82,487.0,469.0,200.0,86.0,5.0,0.0,0.28,1.3,5.93,1,5,36,38,17,4,1,0,4,42,40,12,3,1,0,123.0,7.67,423.0,0.0,0.52,17.0,118
Marcelo,2022-09-10,Attack v Defence,16.03,1470.0,91.74,455.0,519.0,239.0,180.0,66.0,11.0,4.82,1.53,7.84,7,17,34,46,26,14,3,0,16,37,45,27,7,7,2,291.0,18.16,526.0,4.0,1.11,29.0,214
Casemiro,2022-09-10,Attack v Defence,16.03,1394.0,86.98,377.0,648.0,246.0,81.0,42.0,0.0,2.63,1.45,6.55,6,13,34,46,40,10,2,1,14,41,70,16,10,3,1,198.0,12.36,510.0,2.0,0.85,21.0,156
Vasquez,2022-09-10,Attack v Defence,16.03,1406.0,87.75,390.0,504.0,254.0,155.0,75.0,29.0,6.46,1.46,8.21,8,18,44,62,18,13,5,0,23,38,63,17,12,7,4,311.0,19.38,319.0,4.0,1.2,36.0,207
Carvajal,2022-09-10,Attack v Defence,16.03,1441.0,89.88,369.0,644.0,261.0,141.0,26.0,0.0,1.62,1.5,6.32,2,4,43,53,21,3,1,0,8,24,51,21,6,0,2,199.0,12.44,672.0,0.0,0.82,24.0,173
Vinicius Jr,2022-09-10,Attack v Defence,16.03,1394.0,86.97,383.0,666.0,278.0,66.0,1.0,0.0,0.07,1.45,5.59,0,9,24,63,30,9,0,0,6,35,62,14,6,0,0,140.0,8.74,344.0,0.0,0.67,18.0,139
Mendy,2022-09-10,Attack v Defence,16.03,1620.0,101.09,353.0,656.0,326.0,226.0,57.0,2.0,3.67,1.68,7.11,6,10,49,66,25,6,3,1,13,39,60,31,9,3,1,296.0,18.45,452.0,2.0,1.18,35.0,237
Alaba,2022-09-10,Attack v Defence,16.03,1432.0,89.36,324.0,801.0,228.0,56.0,23.0,0.0,1.46,1.49,6.65,3,11,41,58,19,10,1,0,12,36,53,28,9,2,1,138.0,8.62,633.0,2.0,0.61,17.0,115
Nacho,2022-09-10,Attack v Defence,16.03,1158.0,72.23,526.0,335.0,158.0,119.0,20.0,0.0,1.22,1.2,6.46,4,10,30,35,26,8,2,0,12,33,37,17,9,2,1,161.0,10.03,321.0,0.0,0.66,21.0,141
Benzema,2022-09-10,Attack v Defence,16.03,1450.0,90.5,449.0,474.0,285.0,199.0,43.0,0.0,2.68,1.51,6.71,5,17,39,31,21,14,3,0,20,23,46,18,16,3,1,293.0,18.3,637.0,2.0,1.16,35.0,250
Valverde,2022-09-01,Crossing & Finishing,29.45,1165.0,39.55,447.0,435.0,149.0,108.0,26.0,0.0,0.87,0.66,6.84,5,25,41,36,14,19,4,2,12,55,54,13,6,2,4,182.0,6.19,195.0,2.0,0.75,24.0,157
Vinicius Jr,2022-09-01,Crossing & Finishing,29.45,2052.0,69.66,577.0,680.0,561.0,231.0,3.0,0.0,0.1,1.16,5.7,0,14,39,67,38,9,5,0,6,57,68,23,5,1,0,182.0,6.17,768.0,0.0,0.86,26.0,179
Rodrygo,2022-09-01,Crossing & Finishing,29.45,1445.0,49.07,523.0,458.0,297.0,154.0,12.0,0.0,0.42,0.82,6.12,2,17,65,45,38,14,3,0,22,74,66,16,16,6,0,225.0,7.65,656.0,2.0,0.95,33.0,213
Mariano,2022-09-01,Crossing & Finishing,29.45,1395.0,47.36,666.0,461.0,152.0,104.0,11.0,0.0,0.39,0.79,6.04,1,14,54,52,28,11,3,0,6,70,56,22,6,0,0,173.0,5.88,231.0,1.0,0.74,22.0,162
Militao,2022-09-01,Crossing & Finishing,29.45,2014.0,68.38,637.0,809.0,443.0,123.0,1.0,0.0,0.04,1.14,5.64,0,14,49,54,37,10,4,0,8,75,53,25,8,0,0,135.0,4.6,645.0,0.0,0.66,17.0,134
Asensio,2022-09-11,Crossing & Finishing,29.46,1038.0,35.22,531.0,284.0,134.0,88.0,1.0,0.0,0.02,0.59,5.51,0,15,86,48,27,14,1,0,20,77,60,19,15,4,1,139.0,4.72,278.0,1.0,0.67,20.0,138
Militao,2022-09-11,Crossing & Finishing,28.6,1008.0,35.27,504.0,352.0,96.0,57.0,0.0,0.0,0.0,0.59,5.34,0,12,50,51,40,7,5,0,16,44,51,33,12,4,0,117.0,4.09,387.0,1.0,0.58,10.0,117
Camavinga,2022-09-15,Crossing & Finishing,30.4,1576.0,51.85,831.0,344.0,171.0,148.0,73.0,9.0,2.71,0.86,7.39,9,26,76,39,27,21,3,2,15,57,44,28,12,3,0,296.0,9.72,410.0,1.0,1.15,40.0,213
Vasquez,2022-09-15,Crossing & Finishing,30.4,1568.0,51.56,727.0,319.0,163.0,187.0,151.0,21.0,5.65,0.86,7.91,13,23,31,43,15,15,7,1,15,56,45,22,10,3,2,332.0,10.91,318.0,3.0,1.16,30.0,160
Ceballos,2022-09-15,Crossing & Finishing,4.61,141.0,30.56,76.0,41.0,11.0,12.0,0.0,0.0,0.0,0.51,5.38,0,0,11,12,5,0,0,0,3,14,8,0,2,0,1,15.0,3.34,67.0,0.0,0.06,2.0,15
Carvajal,2022-09-15,Crossing & Finishing,30.4,1370.0,45.05,630.0,379.0,174.0,167.0,19.0,0.0,0.64,0.75,6.08,3,13,39,40,26,12,1,0,4,42,39,31,3,1,0,200.0,6.57,358.0,0.0,0.8,21.0,180
Militao,2022-09-15,Crossing & Finishing,17.88,678.0,37.92,411.0,165.0,61.0,36.0,6.0,0.0,0.32,0.63,6.0,0,24,39,27,20,18,4,2,20,47,37,13,12,6,2,108.0,6.04,203.0,1.0,0.53,12.0,102
Nacho,2022-09-15,Crossing & Finishing,21.11,1105.0,52.33,538.0,314.0,113.0,119.0,21.0,0.0,1.01,0.87,6.59,3,19,53,43,17,11,6,2,13,65,46,16,8,3,2,177.0,8.37,435.0,3.0,0.73,20.0,155
Isco,2022-09-21,Crossing & Finishing,27.08,993.0,36.68,364.0,234.0,109.0,205.0,80.0,0.0,2.97,0.61,6.59,11,22,57,22,6,12,9,1,16,54,32,7,12,2,2,270.0,9.96,384.0,4.0,0.97,25.0,189
Modric,2022-09-21,Crossing & Finishing,27.08,683.0,25.22,489.0,96.0,55.0,39.0,5.0,0.0,0.17,0.42,6.04,1,13,44,18,14,10,2,1,14,47,22,10,6,7,1,87.0,3.22,156.0,1.0,0.39,14.0,83
Asensio,2022-09-21,Crossing & Finishing,27.08,966.0,35.67,377.0,184.0,120.0,235.0,49.0,0.0,1.82,0.59,6.86,4,26,51,28,8,18,7,1,13,60,33,16,8,4,1,287.0,10.62,260.0,1.0,1.1,28.0,238
Marcelo,2022-09-21,Crossing & Finishing,27.08,973.0,35.93,637.0,233.0,81.0,21.0,1.0,0.0,0.02,0.6,5.53,0,17,76,37,25,13,4,0,10,68,53,24,6,3,1,108.0,3.98,157.0,0.0,0.55,20.0,107
Kroos,2022-09-21,Crossing & Finishing,27.08,742.0,27.4,487.0,143.0,92.0,20.0,0.0,0.0,0.0,0.46,4.83,0,21,58,21,10,17,4,0,21,56,28,7,15,6,0,99.0,3.64,121.0,0.0,0.5,20.0,99
Benzema,2022-09-21,Crossing & Finishing,27.08,939.0,34.7,365.0,218.0,129.0,156.0,71.0,1.0,2.63,0.58,7.27,9,15,74,41,11,10,3,2,11,79,57,11,4,3,4,245.0,9.03,428.0,4.0,0.91,21.0,173
Modric,2022-09-24,Crossing & Finishing,35.88,1679.0,46.81,825.0,387.0,207.0,217.0,41.0,2.0,1.2,0.78,7.38,4,22,65,57,22,14,7,1,12,66,50,27,4,6,2,267.0,7.44,392.0,1.0,1.02,30.0,224
Camavinga,2022-09-24,Crossing & Finishing,35.88,1765.0,49.2,829.0,451.0,248.0,184.0,51.0,2.0,1.49,0.82,7.53,5,15,59,66,24,11,4,0,12,50,66,25,10,2,0,282.0,7.87,629.0,1.0,1.14,38.0,229
Carvajal,2022-09-24,Crossing & Finishing,35.88,1503.0,41.88,825.0,363.0,180.0,106.0,26.0,2.0,0.79,0.7,7.22,4,7,67,35,24,5,2,0,5,41,39,18,4,1,0,191.0,5.33,319.0,1.0,0.79,24.0,163
Carvajal,2022-09-28,Crossing & Finishing,39.38,1975.0,50.16,1132.0,476.0,204.0,149.0,14.0,0.0,0.36,0.84,6.75,2,5,70,82,26,4,1,0,9,68,70,28,9,0,0,176.0,4.46,536.0,0.0,0.73,23.0,161
Isco,2022-09-01,Crossing & Finishing,29.45,1227.0,41.66,596.0,366.0,147.0,103.0,15.0,0.0,0.5,0.69,6.48,2,16,51,56,20,13,2,1,15,74,63,13,11,3,1,177.0,6.02,441.0,3.0,0.76,22.0,163
Ceballos,2022-09-15,Entire Session,4.61,141.0,30.56,76.0,41.0,11.0,12.0,0.0,0.0,0.0,0.51,5.38,0,0,11,12,5,0,0,0,3,14,8,0,2,0,1,15.0,3.34,67.0,0.0,0.06,2.0,15
Isco,2022-09-24,Finishing Drill,13.44,689.0,51.25,308.0,183.0,140.0,55.0,2.0,0.0,0.17,0.85,5.93,0,4,25,20,7,4,0,0,2,43,24,7,2,0,0,57.0,4.25,283.0,0.0,0.23,6.0,55
Modric,2022-09-24,Finishing Drill,13.44,783.0,58.26,305.0,218.0,177.0,81.0,1.0,0.0,0.08,0.97,5.76,0,5,38,17,7,3,2,0,2,35,24,8,2,0,0,63.0,4.68,312.0,0.0,0.28,8.0,62
Camavinga,2022-09-24,Finishing Drill,13.44,549.0,40.88,397.0,110.0,25.0,17.0,1.0,0.0,0.04,0.68,5.72,0,4,38,16,6,3,1,0,1,36,21,8,1,0,0,33.0,2.46,69.0,0.0,0.15,4.0,32
Militao,2022-09-24,Finishing Drill,13.44,736.0,54.79,240.0,171.0,138.0,117.0,70.0,0.0,5.23,0.91,6.96,3,4,18,24,10,4,0,0,8,34,18,4,7,0,1,153.0,11.4,212.0,1.0,0.54,11.0,83
Vallejo,2022-09-24,Finishing Drill,13.44,991.0,73.74,400.0,260.0,124.0,163.0,43.0,1.0,3.28,1.23,7.01,3,9,38,32,12,8,1,0,5,40,41,7,4,1,0,151.0,11.23,397.0,0.0,0.58,13.0,107
Nacho,2022-09-24,Finishing Drill,13.44,610.0,45.36,365.0,138.0,52.0,38.0,17.0,0.0,1.26,0.76,6.34,2,5,45,23,8,4,1,0,0,39,32,7,0,0,0,62.0,4.64,143.0,1.0,0.25,6.0,45
Hazard,2022-09-24,Finishing Drill,13.44,729.0,54.26,370.0,198.0,106.0,46.0,9.0,0.0,0.64,0.9,6.01,2,11,34,16,6,8,3,0,4,41,27,11,3,1,0,72.0,5.36,146.0,0.0,0.32,8.0,63
Kroos,2022-09-24,Finishing Drill,13.44,633.0,47.09,294.0,148.0,106.0,84.0,1.0,0.0,0.04,0.78,5.56,0,9,41,34,9,4,5,0,3,40,32,9,2,1,0,62.0,4.58,175.0,0.0,0.26,10.0,61
Benzema,2022-09-24,Finishing Drill,13.44,591.0,43.99,294.0,145.0,82.0,62.0,9.0,0.0,0.64,0.73,6.06,2,8,42,31,13,8,0,0,3,40,47,9,3,0,0,81.0,6.01,145.0,0.0,0.33,11.0,72
Isco,2022-09-30,Finishing Drill,10.16,722.0,71.09,296.0,213.0,132.0,75.0,6.0,0.0,0.57,1.18,6.04,1,13,22,30,19,9,4,0,11,30,26,21,3,6,2,150.0,14.74,220.0,2.0,0.67,20.0,144
Tchouameni,2022-09-30,Finishing Drill,10.16,546.0,53.76,315.0,184.0,40.0,6.0,0.0,0.0,0.0,0.9,4.43,0,13,49,36,19,12,1,0,13,42,37,12,6,7,0,63.0,6.17,103.0,1.0,0.34,11.0,63
Carvajal,2022-09-30,Finishing Drill,10.16,706.0,69.53,328.0,210.0,96.0,69.0,3.0,0.0,0.28,1.16,6.04,1,8,30,35,10,7,0,1,3,25,23,20,3,0,0,107.0,10.49,208.0,0.0,0.47,15.0,104
Militao,2022-09-30,Finishing Drill,10.16,836.0,82.28,288.0,277.0,105.0,95.0,71.0,0.0,7.0,1.37,6.98,8,15,21,37,16,15,0,0,21,31,31,11,16,3,2,207.0,20.34,275.0,0.0,0.78,22.0,136
Alaba,2022-09-30,Finishing Drill,10.16,504.0,49.6,263.0,213.0,23.0,5.0,0.0,0.0,0.0,0.83,4.48,0,2,42,38,6,1,1,0,2,43,37,15,2,0,0,20.0,2.02,192.0,0.0,0.1,3.0,20
Hazard,2022-09-30,Finishing Drill,10.16,512.0,50.43,288.0,184.0,31.0,10.0,0.0,0.0,0.0,0.84,5.2,0,2,35,26,12,2,0,0,2,38,27,11,2,0,0,32.0,3.17,91.0,0.0,0.16,4.0,32
Modric,2022-09-14,Pass Move Score,5.96,584.0,97.88,167.0,247.0,90.0,65.0,15.0,0.0,2.54,1.63,6.59,2,9,16,16,6,8,1,0,7,14,16,9,4,1,2,103.0,17.23,190.0,1.0,0.41,14.0,88
Asensio,2022-09-14,Pass Move Score,5.96,421.0,70.57,222.0,115.0,33.0,41.0,9.0,0.0,1.47,1.18,6.31,1,4,22,11,5,4,0,0,4,14,15,5,1,2,1,59.0,9.82,75.0,1.0,0.23,8.0,50
Marcelo,2022-09-14,Pass Move Score,5.96,404.0,67.71,225.0,122.0,38.0,18.0,0.0,0.0,0.0,1.13,4.96,0,0,17,17,4,0,0,0,4,17,15,3,4,0,0,32.0,5.42,45.0,0.0,0.15,5.0,32
Casemiro,2022-09-14,Pass Move Score,5.96,493.0,82.62,194.0,176.0,68.0,43.0,12.0,0.0,2.08,1.38,6.5,2,8,11,14,13,6,1,1,9,12,23,3,6,1,2,89.0,14.91,137.0,0.0,0.38,9.0,77
Valverde,2022-09-14,Pass Move Score,5.96,529.0,88.75,219.0,145.0,64.0,76.0,25.0,1.0,4.32,1.48,7.05,3,10,10,10,8,7,3,0,10,10,13,3,7,1,2,108.0,18.13,97.0,1.0,0.41,13.0,82
Vasquez,2022-09-14,Pass Move Score,5.96,447.0,74.98,180.0,158.0,62.0,38.0,10.0,0.0,1.63,1.25,5.95,2,6,14,17,12,3,3,0,3,15,15,12,2,0,1,74.0,12.47,127.0,1.0,0.32,10.0,65
Carvajal,2022-09-14,Pass Move Score,5.96,556.0,93.22,199.0,140.0,71.0,92.0,53.0,0.0,8.9,1.55,6.95,4,5,14,13,6,5,0,0,3,7,13,9,2,1,0,121.0,20.23,149.0,0.0,0.43,12.0,68
Militao,2022-09-14,Pass Move Score,5.96,479.0,80.34,194.0,169.0,63.0,52.0,1.0,0.0,0.19,1.34,5.58,0,8,11,24,10,5,3,0,9,11,20,7,7,2,0,86.0,14.34,113.0,1.0,0.37,13.0,84
Alaba,2022-09-14,Pass Move Score,5.96,559.0,93.71,187.0,241.0,64.0,55.0,11.0,0.0,1.86,1.56,6.22,1,5,19,14,7,4,1,0,7,12,21,5,4,1,2,76.0,12.7,214.0,1.0,0.29,9.0,65
Vallejo,2022-09-14,Pass Move Score,5.96,601.0,100.81,160.0,192.0,121.0,70.0,38.0,20.0,9.76,1.68,8.1,4,5,14,13,13,2,3,0,9,6,15,7,7,2,0,130.0,21.73,361.0,1.0,0.47,13.0,71
Hazard,2022-09-14,Pass Move Score,5.96,510.0,85.53,194.0,192.0,75.0,37.0,12.0,0.0,2.05,1.43,6.84,1,5,14,14,13,4,1,0,6,15,19,8,3,1,2,79.0,13.28,164.0,0.0,0.34,9.0,67
Isco,2022-09-07,Passing Drill,15.31,1196.0,78.15,407.0,371.0,144.0,211.0,63.0,0.0,4.1,1.3,6.73,7,13,36,23,17,10,3,0,17,33,34,10,6,7,4,271.0,17.71,535.0,4.0,1.03,28.0,208
Modric,2022-09-07,Passing Drill,15.31,993.0,64.86,421.0,310.0,110.0,87.0,64.0,0.0,4.2,1.08,6.86,5,5,40,22,19,3,1,1,6,32,26,17,5,1,0,169.0,11.02,312.0,0.0,0.63,20.0,104
Asensio,2022-09-07,Passing Drill,15.31,1106.0,72.23,382.0,394.0,175.0,125.0,30.0,0.0,1.98,1.2,6.24,3,9,58,47,34,7,2,0,27,56,29,21,16,8,3,206.0,13.48,219.0,1.0,0.83,27.0,176
Camavinga,2022-09-07,Passing Drill,15.31,1196.0,78.14,277.0,396.0,199.0,196.0,109.0,20.0,8.41,1.3,7.94,8,15,40,32,17,14,1,0,7,40,28,18,5,2,0,300.0,19.58,613.0,1.0,1.06,32.0,171
Vasquez,2022-09-07,Passing Drill,15.31,1129.0,73.73,508.0,299.0,118.0,147.0,57.0,0.0,3.71,1.23,6.83,5,11,42,30,30,8,3,0,23,37,33,13,10,8,5,239.0,15.59,254.0,3.0,0.91,28.0,182
Carvajal,2022-09-07,Passing Drill,15.31,977.0,63.82,403.0,208.0,149.0,152.0,66.0,0.0,4.3,1.06,6.65,7,3,15,26,13,3,0,0,2,21,25,10,2,0,0,206.0,13.46,301.0,0.0,0.76,22.0,140
Militao,2022-09-07,Passing Drill,15.31,1058.0,69.11,319.0,255.0,166.0,170.0,146.0,2.0,9.66,1.15,7.13,12,23,18,22,18,18,5,0,16,25,25,14,11,3,2,327.0,21.38,332.0,4.0,1.18,33.0,180
Alaba,2022-09-07,Passing Drill,15.31,1185.0,77.38,380.0,370.0,200.0,154.0,63.0,16.0,5.19,1.29,8.26,5,15,61,43,28,9,6,0,27,58,33,23,14,8,5,287.0,18.73,422.0,5.0,1.14,31.0,207
Nacho,2022-09-07,Passing Drill,15.31,1146.0,74.85,492.0,363.0,132.0,104.0,52.0,4.0,3.61,1.25,7.35,5,16,40,27,20,12,3,1,10,39,42,16,6,3,1,182.0,11.91,338.0,2.0,0.7,19.0,127
Hazard,2022-09-07,Passing Drill,15.31,1020.0,66.6,418.0,319.0,138.0,127.0,18.0,0.0,1.2,1.11,6.54,2,17,27,38,25,10,7,0,24,33,34,12,14,6,4,188.0,12.31,227.0,1.0,0.78,28.0,170
Benzema,2022-09-07,Passing Drill,15.31,1178.0,76.94,325.0,288.0,201.0,273.0,90.0,1.0,5.91,1.28,7.09,7,15,31,31,25,12,3,0,14,42,38,22,13,1,0,347.0,22.65,556.0,1.0,1.3,37.0,256
Asensio,2022-09-21,Passing Drill,12.44,1525.0,122.6,304.0,544.0,360.0,261.0,55.0,0.0,4.45,2.04,6.86,5,16,25,42,20,13,3,0,11,36,42,17,6,2,3,288.0,23.15,453.0,2.0,1.13,38.0,233
Casemiro,2022-09-21,Passing Drill,12.44,1284.0,103.27,349.0,571.0,191.0,102.0,47.0,24.0,5.73,1.72,8.22,4,8,35,50,20,7,1,0,10,20,54,19,4,4,2,198.0,15.89,474.0,2.0,0.75,20.0,126
Valverde,2022-09-21,Passing Drill,12.44,1369.0,110.07,321.0,526.0,304.0,170.0,49.0,0.0,3.92,1.83,6.74,5,6,26,31,11,5,1,0,2,25,37,15,2,0,0,192.0,15.45,300.0,0.0,0.74,24.0,143
Nacho,2022-09-21,Passing Drill,12.44,1279.0,102.84,425.0,440.0,177.0,129.0,79.0,29.0,8.72,1.71,7.74,6,11,25,29,12,9,2,0,12,20,24,12,6,4,2,220.0,17.69,326.0,2.0,0.77,24.0,112
Isco,2022-09-14,Possession 8v8,12.32,1097.0,89.07,452.0,309.0,165.0,137.0,35.0,0.0,2.84,1.48,6.96,3,24,38,28,14,16,6,2,16,29,31,22,8,7,1,219.0,17.75,395.0,0.0,0.87,31.0,184
Modric,2022-09-14,Possession 8v8,12.32,984.0,79.91,418.0,347.0,112.0,79.0,21.0,7.0,2.32,1.33,7.56,2,20,45,57,14,15,4,1,21,44,48,13,13,7,1,156.0,12.7,401.0,2.0,0.68,19.0,128
Asensio,2022-09-14,Possession 8v8,12.32,714.0,57.97,402.0,230.0,55.0,27.0,0.0,0.0,0.0,0.97,5.33,0,13,47,55,10,11,2,0,11,40,47,20,7,3,1,70.0,5.68,170.0,0.0,0.33,11.0,70
Marcelo,2022-09-14,Possession 8v8,12.32,676.0,54.89,511.0,122.0,33.0,10.0,0.0,0.0,0.0,0.91,5.11,0,10,51,27,8,9,1,0,3,35,46,9,2,1,0,45.0,3.61,69.0,0.0,0.23,5.0,45
Valverde,2022-09-14,Possession 8v8,12.32,916.0,74.35,407.0,282.0,125.0,80.0,22.0,0.0,1.75,1.24,6.47,3,17,39,31,28,10,6,1,16,24,43,25,8,6,2,167.0,13.57,193.0,4.0,0.72,24.0,146
Vasquez,2022-09-14,Possession 8v8,12.32,722.0,58.64,448.0,205.0,46.0,22.0,1.0,0.0,0.05,0.98,5.88,0,7,43,48,17,4,3,0,11,41,41,15,5,5,1,70.0,5.72,131.0,1.0,0.34,8.0,70
Carvajal,2022-09-14,Possession 8v8,12.32,818.0,66.39,390.0,284.0,69.0,72.0,3.0,0.0,0.23,1.11,5.76,0,11,28,39,12,8,2,1,0,27,39,21,0,0,0,97.0,7.84,217.0,0.0,0.42,13.0,94
Militao,2022-09-14,Possession 8v8,12.32,759.0,61.62,459.0,184.0,75.0,41.0,0.0,0.0,0.0,1.03,5.41,0,13,54,36,13,9,3,1,15,43,30,17,10,5,0,90.0,7.31,172.0,1.0,0.42,12.0,90
Alaba,2022-09-14,Possession 8v8,12.32,868.0,70.43,437.0,349.0,56.0,22.0,3.0,0.0,0.28,1.17,6.03,1,6,46,60,18,4,1,1,12,50,53,17,9,2,1,64.0,5.21,401.0,1.0,0.31,7.0,61
Nacho,2022-09-14,Possession 8v8,12.32,965.0,78.31,410.0,287.0,140.0,103.0,24.0,0.0,1.95,1.31,6.09,2,24,35,35,16,15,9,0,20,23,38,20,11,5,4,207.0,16.83,210.0,3.0,0.87,26.0,183
Hazard,2022-09-14,Possession 8v8,12.32,762.0,61.84,442.0,219.0,63.0,33.0,5.0,0.0,0.37,1.03,5.99,1,8,50,45,24,5,2,1,10,34,43,17,5,4,1,87.0,7.08,183.0,1.0,0.4,8.0,83
Kroos,2022-09-14,Possession 8v8,12.32,993.0,80.63,345.0,387.0,157.0,87.0,17.0,0.0,1.37,1.34,6.62,2,23,31,40,47,15,6,2,23,26,56,30,15,6,2,194.0,15.74,470.0,5.0,0.88,19.0,177
Benzema,2022-09-14,Possession 8v8,12.32,1061.0,86.13,441.0,344.0,162.0,98.0,17.0,0.0,1.34,1.44,6.36,2,26,33,28,25,20,6,0,15,33,44,23,7,7,1,196.0,15.95,340.0,3.0,0.87,25.0,180
Modric,2022-09-04,Possession Drill,34.42,1301.0,37.81,635.0,433.0,153.0,67.0,13.0,0.0,0.39,0.63,6.14,2,5,76,47,26,1,4,0,10,64,54,14,6,3,1,130.0,3.78,495.0,1.0,0.57,15.0,117
Carvajal,2022-09-04,Possession Drill,34.42,1684.0,48.93,717.0,561.0,215.0,179.0,13.0,0.0,0.38,0.82,5.99,2,9,75,66,19,8,1,0,12,59,62,17,10,2,0,220.0,6.39,731.0,0.0,0.88,26.0,207
Vinicius Jr,2022-09-04,Possession Drill,34.42,1358.0,39.45,613.0,484.0,201.0,58.0,2.0,0.0,0.05,0.66,5.76,0,8,54,66,37,7,1,0,5,43,77,20,4,1,0,171.0,4.98,326.0,0.0,0.82,24.0,170
Militao,2022-09-04,Possession Drill,34.42,1358.0,39.45,609.0,453.0,204.0,79.0,12.0,1.0,0.38,0.66,7.07,1,16,54,41,43,14,2,0,18,46,58,21,13,4,1,195.0,5.66,446.0,0.0,0.88,28.0,182
Hazard,2022-09-04,Possession Drill,34.42,1351.0,39.25,882.0,333.0,103.0,33.0,0.0,0.0,0.0,0.65,5.15,0,13,89,60,23,12,1,0,9,71,63,18,5,2,2,89.0,2.57,361.0,0.0,0.44,15.0,89
Camavinga,2022-09-11,Possession Drill,17.32,1407.0,81.25,569.0,436.0,190.0,141.0,62.0,9.0,4.1,1.35,7.46,3,18,33,45,31,13,4,1,18,37,53,22,17,0,1,278.0,16.07,416.0,1.0,1.11,31.0,207
Marcelo,2022-09-11,Possession Drill,17.32,1359.0,78.45,592.0,418.0,172.0,99.0,77.0,1.0,4.53,1.31,7.06,6,25,56,39,31,18,5,2,18,49,65,24,10,4,4,254.0,14.66,533.0,3.0,1.04,29.0,175
Vasquez,2022-09-11,Possession Drill,17.32,1323.0,76.39,416.0,434.0,237.0,165.0,53.0,18.0,4.12,1.27,7.99,2,34,39,51,35,24,8,2,30,41,65,23,22,5,3,330.0,19.04,454.0,4.0,1.38,38.0,258
Carvajal,2022-09-11,Possession Drill,17.32,1227.0,70.84,465.0,461.0,184.0,57.0,59.0,0.0,3.43,1.18,6.74,3,10,45,54,20,7,2,1,4,45,56,24,3,1,0,179.0,10.33,392.0,1.0,0.76,25.0,120
Alaba,2022-09-11,Possession Drill,17.32,1331.0,76.82,578.0,488.0,118.0,79.0,68.0,1.0,3.99,1.28,7.07,3,10,61,57,20,7,2,1,10,44,67,24,9,1,0,164.0,9.45,490.0,1.0,0.65,14.0,95
Vallejo,2022-09-11,Possession Drill,17.32,1451.0,83.74,451.0,447.0,296.0,166.0,66.0,25.0,5.26,1.4,7.84,6,34,40,40,34,23,9,2,27,32,45,37,15,8,4,366.0,21.15,760.0,4.0,1.48,39.0,275
Nacho,2022-09-11,Possession Drill,17.32,1366.0,78.86,569.0,411.0,209.0,127.0,51.0,0.0,2.95,1.31,6.73,2,29,50,42,28,21,6,2,14,47,55,34,11,2,1,242.0,13.94,344.0,3.0,1.05,32.0,190
Isco,2022-09-18,Possession Drill,15.8,1403.0,88.81,547.0,483.0,230.0,133.0,9.0,0.0,0.59,1.48,6.27,1,26,44,39,33,21,5,0,16,41,58,39,13,2,1,252.0,15.94,734.0,1.0,1.11,34.0,243
Modric,2022-09-18,Possession Drill,15.8,1259.0,79.66,467.0,524.0,195.0,68.0,5.0,0.0,0.29,1.33,5.93,1,18,42,54,28,12,5,1,20,26,55,31,16,3,1,186.0,11.77,662.0,2.0,0.86,28.0,181
Camavinga,2022-09-18,Possession Drill,15.8,1326.0,83.92,455.0,529.0,220.0,121.0,2.0,0.0,0.11,1.4,5.86,1,15,38,52,35,12,3,0,14,32,67,25,7,7,0,231.0,14.62,352.0,0.0,1.04,29.0,229
Marcelo,2022-09-18,Possession Drill,15.8,1325.0,83.89,525.0,513.0,198.0,82.0,8.0,0.0,0.51,1.4,6.33,1,16,42,49,35,13,3,0,14,40,70,20,9,4,1,189.0,11.98,387.0,2.0,0.87,24.0,181
Carvajal,2022-09-18,Possession Drill,15.8,1072.0,67.86,432.0,412.0,187.0,42.0,0.0,0.0,0.0,1.13,5.34,0,6,53,41,23,4,2,0,5,37,54,20,4,1,0,116.0,7.35,243.0,0.0,0.55,18.0,116
Militao,2022-09-18,Possession Drill,15.8,1143.0,72.33,515.0,386.0,157.0,71.0,14.0,0.0,0.86,1.21,6.86,1,29,46,50,22,21,8,0,21,40,60,23,13,6,2,185.0,11.7,366.0,2.0,0.83,25.0,171
Alaba,2022-09-18,Possession Drill,15.8,1104.0,69.88,491.0,436.0,109.0,65.0,3.0,0.0,0.22,1.16,6.06,1,6,55,59,24,5,1,0,18,45,57,18,14,4,0,134.0,8.49,253.0,1.0,0.59,18.0,131
