Player Name,Session Date,Drill Name,Session Time(mins),Total Distance,Metres Per Minute,Distance Zone 1,Distance Zone 2,Distance Zone 3,Distance Zone 4,Distance Zone 5,Distance Zone 6,HSR per min,Average Speed,Maximum Speed,Number of Sprints,Number of Accelerations,Accelerations Zone 1,Accelerations Zone 2,Accelerations Zone 3,Accelerations Zone 4,Accelerations Zone 5,Accelerations Zone 6,Number of Decelerations,Decelerations Zone 1,Decelerations Zone 2,Decelerations Zone 3,Decelerations Zone 4,Decelerations Zone 5,Decelerations Zone 6,HML Distance,HML Distance Per Minute,Average Step Impact Left (g),Average Step Impact Right (g),Step Balance,HML Efforts,Explosive Distance
Isco,9/7/2022,Attack v Defence,41.03,2611,63.64,811,737,434,464,158,8,4.05,1.06,7.36,14,48,86,60,39,32,14,2,51,91,69,37,24,17,10,658,16.04,1070,12,2.44,81,492
Modric,9/7/2022,Attack v Defence,41.03,2168,52.84,857,678,331,240,59,3,1.5,0.88,7.4,6,27,75,65,45,16,10,1,30,68,70,34,22,8,0,390,9.51,794,4,1.6,52,329
Asensio,9/7/2022,Attack v Defence,41.03,2285,55.68,727,838,454,185,74,8,1.99,0.93,7.49,6,16,94,95,41,13,2,1,28,100,81,45,13,13,2,358,8.72,616,3,1.46,39,276
Camavinga,9/7/2022,Attack v Defence,41.03,2439,59.45,847,683,446,304,130,28,3.87,0.99,7.75,15,20,86,62,41,16,4,0,21,65,71,25,14,5,2,503,12.26,972,4,1.93,61,344
Marcelo,9/7/2022,Attack v Defence,41.03,2230,54.35,883,689,370,222,63,2,1.58,0.91,7.58,4,21,74,72,42,13,5,3,28,82,61,41,17,10,1,363,8.85,559,2,1.52,40,298
Vasquez,9/7/2022,Attack v Defence,41.03,2664,64.93,840,767,419,389,209,39,6.06,1.08,7.88,20,35,74,78,46,26,9,0,38,77,81,40,21,12,5,681,16.61,929,6,2.5,69,433
Carvajal,9/7/2022,Attack v Defence,41.03,2353,57.35,791,801,497,226,38,1,0.95,0.96,7.31,4,7,57,75,36,6,1,0,12,65,66,31,9,2,1,340,8.29,937,0,1.45,50,301
Militao,9/7/2022,Attack v Defence,41.03,2771,67.54,766,694,577,572,157,5,3.96,1.13,7.17,14,33,47,87,50,23,8,2,39,51,72,44,24,12,3,761,18.54,855,5,2.91,92,598
Alaba,9/7/2022,Attack v Defence,41.03,2476,60.35,809,815,545,229,74,4,1.91,1.01,7.28,9,18,106,90,41,12,6,0,29,101,88,39,19,5,5,370,9.01,1037,6,1.51,49,291
Vallejo,9/7/2022,Attack v Defence,41.03,2740,66.77,823,744,501,502,153,16,4.12,1.11,7.84,14,42,70,61,45,33,7,2,43,82,63,36,22,13,8,690,16.82,1290,7,2.6,75,521
Nacho,9/7/2022,Attack v Defence,41.03,2278,55.52,1091,589,242,218,122,16,3.36,0.93,8.37,14,32,97,52,40,23,7,2,20,83,79,30,17,3,0,402,9.8,636,2,1.54,42,264
Hazard,9/7/2022,Attack v Defence,41.03,2593,63.19,901,835,474,304,74,4,1.9,1.05,7.49,6,23,87,86,36,15,6,2,24,78,88,42,16,3,5,430,10.47,883,2,1.71,54,352
Kroos,9/7/2022,Attack v Defence,41.03,1530,37.29,696,432,202,156,45,0,1.1,0.62,6.73,5,37,74,71,36,23,9,5,19,91,81,25,9,8,2,263,6.41,465,4,1.1,32,218
Benzema,9/7/2022,Attack v Defence,41.03,2831,69,905,760,532,552,72,10,2,1.15,7.98,8,37,91,95,57,30,5,2,29,105,90,65,19,7,3,671,16.34,1241,5,2.63,83,589
Isco,9/10/2022,Attack v Defence,16.03,1692,105.6,370,597,311,301,105,10,7.15,1.76,7.91,13,24,26,43,33,18,5,1,29,33,49,17,14,5,10,405,25.27,691,6,1.51,50,290
Asensio,9/10/2022,Attack v Defence,16.03,1402,87.49,372,595,242,138,37,19,3.47,1.46,7.64,4,10,47,47,27,7,3,0,13,33,40,30,9,2,2,222,13.88,550,0,0.87,22,167
Camavinga,9/10/2022,Attack v Defence,16.03,1247,77.82,487,469,200,86,5,0,0.28,1.3,5.93,1,5,36,38,17,4,1,0,4,42,40,12,3,1,0,123,7.67,423,0,0.52,17,118
Marcelo,9/10/2022,Attack v Defence,16.03,1470,91.74,455,519,239,180,66,11,4.82,1.53,7.84,7,17,34,46,26,14,3,0,16,37,45,27,7,7,2,291,18.16,526,4,1.11,29,214
Casemiro,9/10/2022,Attack v Defence,16.03,1394,86.98,377,648,246,81,42,0,2.63,1.45,6.55,6,13,34,46,40,10,2,1,14,41,70,16,10,3,1,198,12.36,510,2,0.85,21,156
Valverde,9/10/2022,Attack v Defence,16.03,1302,81.27,396,387,249,210,51,9,3.8,1.35,7.64,5,18,42,29,14,11,4,3,12,37,37,15,4,7,1,270,16.83,355,2,1.05,32,209
Vasquez,9/10/2022,Attack v Defence,16.03,1406,87.75,390,504,254,155,75,29,6.46,1.46,8.21,8,18,44,62,18,13,5,0,23,38,63,17,12,7,4,311,19.38,319,4,1.2,36,207
Tchouameni,9/10/2022,Attack v Defence,16.03,1731,108.02,337,614,395,369,17,0,1.07,1.8,6.79,2,12,33,57,52,10,1,1,28,32,58,32,16,10,2,392,24.44,494,1,1.65,50,374
Carvajal,9/10/2022,Attack v Defence,16.03,1441,89.88,369,644,261,141,26,0,1.62,1.5,6.32,2,4,43,53,21,3,1,0,8,24,51,21,6,0,2,199,12.44,672,0,0.82,24,173
Vinicius Jr,9/10/2022,Attack v Defence,16.03,1394,86.97,383,666,278,66,1,0,0.07,1.45,5.59,0,9,24,63,30,9,0,0,6,35,62,14,6,0,0,140,8.74,344,0,0.67,18,139
Mendy,9/10/2022,Attack v Defence,16.03,1620,101.09,353,656,326,226,57,2,3.67,1.68,7.11,6,10,49,66,25,6,3,1,13,39,60,31,9,3,1,296,18.45,452,2,1.18,35,237
Militao,9/10/2022,Attack v Defence,16.03,1559,97.27,421,431,294,254,134,25,9.91,1.62,7.94,15,26,37,38,22,17,8,1,32,30,30,16,13,10,9,429,26.76,693,7,1.54,46,270
Alaba,9/10/2022,Attack v Defence,16.03,1432,89.36,324,801,228,56,23,0,1.46,1.49,6.65,3,11,41,58,19,10,1,0,12,36,53,28,9,2,1,138,8.62,633,2,0.61,17,115
Vallejo,9/10/2022,Attack v Defence,16.03,1856,115.79,335,572,467,372,102,7,6.8,1.93,7.77,10,25,35,50,30,15,10,0,21,26,46,30,11,5,5,421,26.28,734,5,1.6,58,312
Nacho,9/10/2022,Attack v Defence,16.03,1158,72.23,526,335,158,119,20,0,1.22,1.2,6.46,4,10,30,35,26,8,2,0,12,33,37,17,9,2,1,161,10.03,321,0,0.66,21,141
Benzema,9/10/2022,Attack v Defence,16.03,1450,90.5,449,474,285,199,43,0,2.68,1.51,6.71,5,17,39,31,21,14,3,0,20,23,46,18,16,3,1,293,18.3,637,2,1.16,35,250
Modric,9/1/2022,Crossing & Finishing,29.45,2117,71.87,629,633,604,250,1,0,0.04,1.2,5.54,0,16,49,60,38,12,4,0,6,99,65,17,4,2,0,221,7.52,1417,0,0.99,31,220
Asensio,9/1/2022,Crossing & Finishing,29.45,1755,59.59,796,554,302,97,5,0,0.18,0.99,6.11,1,53,66,96,65,41,11,1,57,102,93,63,31,19,7,351,11.91,676,5,1.7,63,345
Camavinga,9/1/2022,Crossing & Finishing,29.45,2104,71.45,607,734,468,260,35,0,1.18,1.19,6.18,3,21,59,49,34,18,3,0,1,86,80,27,1,0,0,234,7.93,816,0,1.03,25,199
Casemiro,9/1/2022,Crossing & Finishing,29.45,1578,53.57,832,489,184,70,3,0,0.1,0.89,5.77,0,60,82,66,50,25,26,9,43,102,94,42,25,14,4,261,8.87,692,6,1.31,34,258
Valverde,9/1/2022,Crossing & Finishing,29.45,1165,39.55,447,435,149,108,26,0,0.87,0.66,6.84,5,25,41,36,14,19,4,2,12,55,54,13,6,2,4,182,6.19,195,2,0.75,24,157
Vasquez,9/1/2022,Crossing & Finishing,29.45,1760,59.75,599,491,276,270,116,9,4.24,1,7.34,11,30,37,40,21,21,6,3,16,53,55,24,12,4,0,378,12.82,543,6,1.42,44,253
Ceballos,9/1/2022,Crossing & Finishing,29.45,1264,42.9,565,408,130,115,46,0,1.55,0.72,6.67,5,16,67,65,23,12,3,1,13,85,59,16,6,5,2,197,6.69,490,5,0.77,25,152
Carvajal,9/1/2022,Crossing & Finishing,29.45,1922,65.27,437,642,702,142,0,0,0,1.09,5.35,0,6,35,48,26,3,3,0,3,62,50,10,2,1,0,141,4.79,880,0,0.65,27,141
Vinicius Jr,9/1/2022,Crossing & Finishing,29.45,2052,69.66,577,680,561,231,3,0,0.1,1.16,5.7,0,14,39,67,38,9,5,0,6,57,68,23,5,1,0,182,6.17,768,0,0.86,26,179
Rodrygo,9/1/2022,Crossing & Finishing,29.45,1445,49.07,523,458,297,154,12,0,0.42,0.82,6.12,2,17,65,45,38,14,3,0,22,74,66,16,16,6,0,225,7.65,656,2,0.95,33,213
Rudiger,9/1/2022,Crossing & Finishing,29.45,1437,48.79,619,421,246,115,35,1,1.2,0.81,7.16,3,22,86,63,25,18,4,0,20,97,77,22,9,7,4,219,7.45,587,2,0.91,33,184
Mariano,9/1/2022,Crossing & Finishing,29.45,1395,47.36,666,461,152,104,11,0,0.39,0.79,6.04,1,14,54,52,28,11,3,0,6,70,56,22,6,0,0,173,5.88,231,1,0.74,22,162
Militao,9/1/2022,Crossing & Finishing,29.45,2014,68.38,637,809,443,123,1,0,0.04,1.14,5.64,0,14,49,54,37,10,4,0,8,75,53,25,8,0,0,135,4.6,645,0,0.66,17,134
Nacho,9/1/2022,Crossing & Finishing,29.45,1311,44.51,674,383,123,109,23,0,0.78,0.74,6.24,3,14,72,53,25,12,2,0,6,102,54,18,5,0,1,160,5.45,313,0,0.66,16,137
Kroos,9/1/2022,Crossing & Finishing,29.45,1284,43.61,601,401,127,121,32,2,1.15,0.73,7.26,4,26,45,44,14,13,8,5,14,77,37,19,13,1,0,183,6.21,371,0,0.72,26,149
Modric,9/11/2022,Crossing & Finishing,29.46,1392,47.27,753,397,186,56,0,0,0,0.79,5.35,0,15,72,74,21,13,2,0,5,100,79,19,3,2,0,120,4.08,922,0,0.58,22,120
Asensio,9/11/2022,Crossing & Finishing,29.46,1038,35.22,531,284,134,88,1,0,0.02,0.59,5.51,0,15,86,48,27,14,1,0,20,77,60,19,15,4,1,139,4.72,278,1,0.67,20,138
Camavinga,9/11/2022,Crossing & Finishing,29.46,781,26.52,546,155,71,10,0,0,0,0.44,4.77,0,5,100,56,15,4,1,0,7,96,55,8,7,0,0,33,1.11,189,0,0.18,5,33
Marcelo,9/11/2022,Crossing & Finishing,29.46,1212,41.15,830,306,31,34,12,0,0.39,0.69,6.46,2,13,100,96,29,11,2,0,10,108,93,31,9,0,1,71,2.4,451,1,0.35,4,59
Vasquez,9/11/2022,Crossing & Finishing,29.46,1137,38.61,633,360,114,31,0,0,0,0.64,4.62,0,8,73,75,29,3,5,0,6,89,81,23,5,1,0,80,2.72,360,1,0.4,14,80
Carvajal,9/11/2022,Crossing & Finishing,29.46,494,16.77,451,41,2,0,0,0,0,0.28,3.21,0,1,78,42,5,1,0,0,0,75,27,7,0,0,0,5,0.15,31,0,0.03,0,5
Militao,9/11/2022,Crossing & Finishing,28.6,1008,35.27,504,352,96,57,0,0,0,0.59,5.34,0,12,50,51,40,7,5,0,16,44,51,33,12,4,0,117,4.09,387,1,0.58,10,117
Alaba,9/11/2022,Crossing & Finishing,29.46,1236,41.95,737,370,91,38,0,0,0,0.7,5.13,0,10,94,85,26,10,0,0,12,103,88,19,8,4,0,103,3.49,399,2,0.51,20,103
Vallejo,9/11/2022,Crossing & Finishing,29.46,1125,38.2,613,374,79,56,4,0,0.13,0.64,5.76,0,12,64,89,32,10,2,0,8,103,72,22,8,0,0,100,3.4,818,0,0.49,11,96
Nacho,9/11/2022,Crossing & Finishing,29.46,1029,34.92,714,263,49,2,0,0,0,0.58,4.28,0,6,86,81,16,5,1,0,3,122,73,8,3,0,0,35,1.18,243,0,0.19,6,35
Hazard,9/11/2022,Crossing & Finishing,29.46,1429,48.5,829,480,114,5,0,0,0,0.81,4.22,0,5,99,110,33,5,0,0,5,124,106,22,5,0,0,70,2.38,249,0,0.38,8,70
Kroos,9/11/2022,Crossing & Finishing,29.46,1560,52.97,695,566,209,77,13,0,0.45,0.88,6.38,2,29,74,84,48,21,8,0,13,85,94,55,11,2,0,180,6.1,505,1,0.87,24,166
Benzema,9/11/2022,Crossing & Finishing,29.46,1438,48.81,664,479,203,92,1,0,0.02,0.81,5.59,0,10,83,98,45,10,0,0,3,113,116,34,2,1,0,136,4.61,710,0,0.68,20,135
Isco,9/15/2022,Crossing & Finishing,30.4,1794,59,657,606,263,235,33,0,1.09,0.98,6.18,4,18,68,67,24,9,7,2,17,90,69,20,14,2,1,275,9.06,762,2,1.07,31,242
Asensio,9/15/2022,Crossing & Finishing,30.4,1498,49.27,746,376,186,170,19,0,0.62,0.82,6.34,2,52,94,50,19,28,18,6,46,101,62,21,29,14,3,323,10.62,397,7,1.39,51,304
Camavinga,9/15/2022,Crossing & Finishing,30.4,1576,51.85,831,344,171,148,73,9,2.71,0.86,7.39,9,26,76,39,27,21,3,2,15,57,44,28,12,3,0,296,9.72,410,1,1.15,40,213
Marcelo,9/15/2022,Crossing & Finishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casemiro,9/15/2022,Crossing & Finishing,15.51,917,59.13,458,231,102,105,20,1,1.39,0.99,7.12,2,30,66,42,11,12,16,2,22,75,38,19,14,6,2,196,12.64,332,6,0.82,25,174
Valverde,9/15/2022,Crossing & Finishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasquez,9/15/2022,Crossing & Finishing,30.4,1568,51.56,727,319,163,187,151,21,5.65,0.86,7.91,13,23,31,43,15,15,7,1,15,56,45,22,10,3,2,332,10.91,318,3,1.16,30,160
Ceballos,9/15/2022,Crossing & Finishing,4.61,141,30.56,76,41,11,12,0,0,0,0.51,5.38,0,0,11,12,5,0,0,0,3,14,8,0,2,0,1,15,3.34,67,0,0.06,2,15
Carvajal,9/15/2022,Crossing & Finishing,30.4,1370,45.05,630,379,174,167,19,0,0.64,0.75,6.08,3,13,39,40,26,12,1,0,4,42,39,31,3,1,0,200,6.57,358,0,0.8,21,180
Militao,9/15/2022,Crossing & Finishing,17.88,678,37.92,411,165,61,36,6,0,0.32,0.63,6,0,24,39,27,20,18,4,2,20,47,37,13,12,6,2,108,6.04,203,1,0.53,12,102
Alaba,9/15/2022,Crossing & Finishing,30.4,1527,50.22,830,342,160,170,25,0,0.82,0.84,6.44,3,45,91,45,28,22,17,6,32,97,73,33,14,15,3,293,9.64,454,8,1.27,43,268
Vallejo,9/15/2022,Crossing & Finishing,23.38,1175,50.27,474,362,123,178,37,0,1.6,0.84,6.85,5,25,40,48,21,12,10,3,20,57,52,17,11,4,5,237,10.15,464,6,0.93,28,200
Nacho,9/15/2022,Crossing & Finishing,21.11,1105,52.33,538,314,113,119,21,0,1.01,0.87,6.59,3,19,53,43,17,11,6,2,13,65,46,16,8,3,2,177,8.37,435,3,0.73,20,155
Hazard,9/15/2022,Crossing & Finishing,26.01,1391,53.47,731,303,184,149,23,1,0.92,0.89,7.05,4,46,81,35,19,35,7,4,38,71,36,23,19,12,7,309,11.89,368,4,1.34,41,285
Kroos,9/15/2022,Crossing & Finishing,30.4,1374,45.21,607,398,188,132,43,6,1.62,0.75,7.94,5,28,42,43,21,14,14,0,26,62,39,16,20,6,0,230,7.56,369,0,0.94,31,181
Benzema,9/15/2022,Crossing & Finishing,30.4,1591,52.35,745,460,222,150,9,6,0.47,0.87,7.62,1,47,105,77,33,33,13,1,37,128,107,28,25,8,4,265,8.72,600,4,1.22,35,251
Isco,9/21/2022,Crossing & Finishing,27.08,993,36.68,364,234,109,205,80,0,2.97,0.61,6.59,11,22,57,22,6,12,9,1,16,54,32,7,12,2,2,270,9.96,384,4,0.97,25,189
Modric,9/21/2022,Crossing & Finishing,27.08,683,25.22,489,96,55,39,5,0,0.17,0.42,6.04,1,13,44,18,14,10,2,1,14,47,22,10,6,7,1,87,3.22,156,1,0.39,14,83
Asensio,9/21/2022,Crossing & Finishing,27.08,966,35.67,377,184,120,235,49,0,1.82,0.59,6.86,4,26,51,28,8,18,7,1,13,60,33,16,8,4,1,287,10.62,260,1,1.1,28,238
Camavinga,9/21/2022,Crossing & Finishing,27.08,911,33.63,353,140,102,185,128,4,4.85,0.56,7.45,16,24,33,12,8,10,6,8,17,55,22,12,7,7,3,289,10.69,272,8,1.02,29,158
Marcelo,9/21/2022,Crossing & Finishing,27.08,973,35.93,637,233,81,21,1,0,0.02,0.6,5.53,0,17,76,37,25,13,4,0,10,68,53,24,6,3,1,108,3.98,157,0,0.55,20,107
Casemiro,9/21/2022,Crossing & Finishing,27.08,988,36.48,490,162,67,181,83,5,3.25,0.61,7.31,11,21,68,46,4,8,8,5,12,86,52,9,6,5,1,226,8.34,227,6,0.78,20,138
Valverde,9/21/2022,Crossing & Finishing,27.08,864,31.92,304,204,109,173,76,0,2.79,0.53,6.63,12,20,50,15,10,7,10,3,11,62,25,12,7,2,2,220,8.12,181,3,0.79,19,144
Tchouameni,9/21/2022,Crossing & Finishing,27.08,961,35.5,500,127,63,178,91,1,3.43,0.59,7.17,14,23,74,27,4,7,12,4,13,77,27,8,9,4,0,249,9.19,230,8,0.85,22,156
Militao,9/21/2022,Crossing & Finishing,27.08,951,35.13,409,129,65,158,190,1,7.03,0.59,7.04,23,26,42,29,1,3,13,10,21,57,21,7,9,8,4,305,11.26,332,10,0.97,26,115
Vallejo,9/21/2022,Crossing & Finishing,27.08,984,36.33,307,217,85,161,192,21,7.87,0.61,8.03,20,29,33,17,5,12,11,6,25,37,18,8,11,4,10,354,13.08,355,13,1.16,28,141
Nacho,9/21/2022,Crossing & Finishing,27.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kroos,9/21/2022,Crossing & Finishing,27.08,742,27.4,487,143,92,20,0,0,0,0.46,4.83,0,21,58,21,10,17,4,0,21,56,28,7,15,6,0,99,3.64,121,0,0.5,20,99
Benzema,9/21/2022,Crossing & Finishing,27.08,939,34.7,365,218,129,156,71,1,2.63,0.58,7.27,9,15,74,41,11,10,3,2,11,79,57,11,4,3,4,245,9.03,428,4,0.91,21,173
Isco,9/24/2022,Crossing & Finishing,35.88,2213,61.67,832,537,321,384,132,5,3.83,1.03,7.36,14,20,57,67,30,16,4,0,21,83,62,22,14,5,2,475,13.25,855,6,1.74,50,338
Modric,9/24/2022,Crossing & Finishing,35.88,1679,46.81,825,387,207,217,41,2,1.2,0.78,7.38,4,22,65,57,22,14,7,1,12,66,50,27,4,6,2,267,7.44,392,1,1.02,30,224
Asensio,9/24/2022,Crossing & Finishing,35.88,2067,57.6,1098,739,160,69,1,0,0.03,0.96,5.84,0,25,145,104,54,21,4,0,33,136,123,36,21,8,4,216,6.03,575,0,1.04,31,215
Camavinga,9/24/2022,Crossing & Finishing,35.88,1765,49.2,829,451,248,184,51,2,1.49,0.82,7.53,5,15,59,66,24,11,4,0,12,50,66,25,10,2,0,282,7.87,629,1,1.14,38,229
Marcelo,9/24/2022,Crossing & Finishing,35.88,1670,46.55,744,552,219,133,23,0,0.64,0.78,6.78,4,17,56,63,23,13,4,0,9,84,55,22,8,1,0,196,5.47,270,0,0.84,26,173
Carvajal,9/24/2022,Crossing & Finishing,35.88,1503,41.88,825,363,180,106,26,2,0.79,0.7,7.22,4,7,67,35,24,5,2,0,5,41,39,18,4,1,0,191,5.33,319,1,0.79,24,163
Militao,9/24/2022,Crossing & Finishing,35.88,1792,49.96,1118,527,127,21,0,0,0,0.83,4.83,0,19,79,74,40,18,1,0,10,82,87,29,7,2,1,133,3.72,471,0,0.71,14,133
Alaba,9/24/2022,Crossing & Finishing,35.88,2084,58.08,1214,664,103,78,25,0,0.69,0.97,6.32,3,28,113,139,52,21,7,0,27,130,176,42,16,6,5,211,5.88,573,2,0.96,22,186
Vallejo,9/24/2022,Crossing & Finishing,35.88,2135,59.51,820,504,307,348,148,9,4.35,0.99,7.77,17,36,66,45,21,18,18,0,18,75,51,21,12,3,3,463,12.91,821,9,1.67,48,307
Nacho,9/24/2022,Crossing & Finishing,35.88,1597,44.51,778,398,197,182,41,0,1.15,0.74,6.5,7,26,89,53,34,17,8,1,17,85,72,22,11,3,3,268,7.48,518,4,1.1,32,227
Hazard,9/24/2022,Crossing & Finishing,35.88,2044,56.99,1234,556,131,106,18,0,0.5,0.95,6.78,2,25,93,107,31,19,6,0,29,82,99,35,19,7,3,206,5.75,309,1,0.92,28,188
Kroos,9/24/2022,Crossing & Finishing,35.88,1376,38.34,624,489,126,71,61,4,1.81,0.64,7.23,6,19,83,66,30,11,6,2,10,89,80,26,8,2,0,162,4.5,348,3,0.65,16,97
Isco,9/28/2022,Crossing & Finishing,39.38,2476,62.88,1047,774,323,174,126,32,4.01,1.05,8.18,11,24,90,92,51,18,6,0,24,117,88,45,11,10,3,397,10.07,923,6,1.55,41,239
Modric,9/28/2022,Crossing & Finishing,39.38,2086,52.96,1094,534,200,219,32,7,0.99,0.88,7.4,5,25,85,58,34,20,5,0,22,90,79,28,13,7,2,298,7.58,481,4,1.2,36,259
Asensio,9/28/2022,Crossing & Finishing,39.18,2136,54.5,875,787,290,126,57,0,1.46,0.91,6.9,7,17,92,86,52,10,5,2,29,84,84,41,13,9,7,294,7.51,463,4,1.25,29,237
Marcelo,9/28/2022,Crossing & Finishing,39.38,2163,54.91,1042,524,205,218,137,37,4.4,0.92,8.35,13,27,70,56,24,18,7,2,27,91,52,26,16,6,5,385,9.79,529,8,1.36,40,212
Casemiro,9/28/2022,Crossing & Finishing,39.38,2128,54.03,845,697,341,176,62,7,1.75,0.9,7.63,8,33,104,99,42,25,8,0,38,103,106,29,21,13,4,361,9.17,599,4,1.51,46,292
Carvajal,9/28/2022,Crossing & Finishing,39.38,1975,50.16,1132,476,204,149,14,0,0.36,0.84,6.75,2,5,70,82,26,4,1,0,9,68,70,28,9,0,0,176,4.46,536,0,0.73,23,161
Militao,9/28/2022,Crossing & Finishing,39.18,2710,69.17,1047,841,448,246,107,21,3.27,1.15,7.89,13,28,95,98,59,22,5,1,37,85,113,45,21,13,3,438,11.18,1595,4,1.7,52,310
Alaba,9/28/2022,Crossing & Finishing,38.05,2026,53.24,904,658,234,195,31,4,0.9,0.89,7.43,3,25,101,97,26,15,8,2,25,99,93,30,16,7,2,295,7.74,671,4,1.22,36,260
Nacho,9/28/2022,Crossing & Finishing,39.38,2330,59.15,1083,558,233,292,132,31,4.15,0.99,8.03,9,24,77,82,34,14,7,3,33,86,63,27,19,11,3,456,11.59,585,5,1.67,47,293
Kroos,9/28/2022,Crossing & Finishing,39.18,2011,51.32,779,466,262,295,163,45,5.32,0.86,8.24,16,35,66,60,18,11,16,8,34,61,49,24,20,10,4,451,11.51,682,9,1.57,48,242
Benzema,9/28/2022,Crossing & Finishing,39.18,2234,57.01,1221,618,139,147,101,7,2.77,0.95,7.58,9,23,108,85,43,18,4,1,27,94,116,30,17,7,3,297,7.58,477,6,1.16,31,188
Isco,9/1/2022,Crossing & Finishing,29.45,1227,41.66,596,366,147,103,15,0,0.5,0.69,6.48,2,16,51,56,20,13,2,1,15,74,63,13,11,3,1,177,6.02,441,3,0.76,22,163
Bale,8/29/2022,Entire Session,79.74,7238,201.785,1566,2106,1425,1307,694,140,49.26,3.365,16.55,40,59,181,206,105,36,16,7,65,190,230,84,36,22,7,1764,68.4,10.56,10.63,-0.03,934,163
Hazard,8/29/2022,Entire Session,100.86,5401,53.55,2258,1528,630,504,314,167,4.76,0.89,8.44,22,85,249,252,118,63,16,6,82,250,277,86,46,26,10,1099,10.9,3.64,3.38,0.07,618,106
Modric,9/1/2022,Entire Session,96.9,5686,58.68,2143,1818,952,496,236,40,2.86,0.98,7.69,12,64,191,178,80,41,19,4,39,225,207,68,26,10,3,777,8.02,3440,11,3.01,82,500
Asensio,9/1/2022,Entire Session,96.9,5214,53.81,2157,1759,611,403,245,39,2.93,0.9,7.55,17,101,207,214,131,72,25,4,109,248,225,105,58,38,13,1008,10.4,1660,14,4.16,118,724
Camavinga,9/1/2022,Entire Session,96.9,5567,57.45,2173,1804,741,459,291,99,4.03,0.96,8.1,18,63,193,183,78,39,19,5,29,257,217,74,21,4,4,803,8.29,1695,7,3.01,75,413
Casemiro,9/1/2022,Entire Session,96.9,4956,51.15,2331,1557,470,304,237,57,3.03,0.85,7.85,15,122,238,200,98,70,37,15,98,246,252,95,61,28,9,860,8.88,1492,13,3.59,84,566
Valverde,9/1/2022,Entire Session,96.9,5479,56.55,2061,1984,758,433,175,69,2.51,0.94,8.31,15,72,211,197,91,57,10,5,42,204,240,89,27,6,9,827,8.54,1200,4,3.38,97,584
Vasquez,9/1/2022,Entire Session,96.9,4913,50.7,1948,1496,571,484,322,92,4.28,0.85,8.4,26,72,159,168,83,48,14,10,62,200,197,67,42,13,7,954,9.85,1547,14,3.56,94,540
Ceballos,9/1/2022,Entire Session,96.9,4671,48.21,1913,1443,541,443,271,61,3.42,0.8,8.41,18,62,181,207,83,38,16,8,64,226,209,59,37,23,4,879,9.07,2012,14,3.32,94,547
Carvajal,9/1/2022,Entire Session,96.9,5285,54.54,1760,1665,997,435,360,68,4.42,0.91,8.22,16,28,155,155,84,20,4,4,21,187,182,55,15,2,4,824,8.5,2019,1,3.02,79,396
Vinicius Jr,9/1/2022,Entire Session,96.9,5156,53.21,1800,1705,916,437,249,49,3.08,0.89,7.65,11,59,143,173,102,37,17,5,40,189,195,69,27,11,2,789,8.14,1619,3,3.15,78,491
Rodrygo,9/1/2022,Entire Session,96.9,4980,51.39,1862,1645,707,502,226,37,2.72,0.86,7.99,14,73,205,175,114,48,16,9,73,226,221,91,48,18,7,940,9.7,1844,9,3.72,101,676
Rudiger,9/1/2022,Entire Session,96.9,5377,55.49,1822,1984,842,440,240,49,2.98,0.92,7.73,13,67,253,250,95,53,10,4,70,280,276,94,46,14,10,938,9.68,2292,5,3.76,107,649
Mariano,9/1/2022,Entire Session,96.9,4773,49.25,2018,1481,613,421,170,70,2.47,0.82,8.03,13,71,165,182,95,50,17,4,54,183,213,58,38,16,0,842,8.69,974,10,3.32,91,603
Militao,9/1/2022,Entire Session,96.9,5467,56.42,2104,1901,705,398,212,148,3.71,0.94,8.52,16,66,165,188,88,39,23,4,59,184,171,69,34,16,9,808,8.34,1742,10,3.06,64,448
Nacho,9/1/2022,Entire Session,96.9,4899,50.56,2188,1359,570,446,274,62,3.47,0.84,8.26,20,76,214,144,78,53,14,9,38,230,192,72,28,5,5,839,8.66,1288,5,3.16,78,503
Kroos,9/1/2022,Entire Session,96.9,4431,45.73,1766,1496,452,402,198,117,3.25,0.76,8.64,21,98,172,164,79,53,30,15,51,208,196,98,36,11,4,831,8.57,1589,7,3.16,85,516
Odriozola,9/2/2022,Entire Session,93.01,4814,70.72,1385,2062,770,509,89,0,1.31,1.18,6.82,9,79,100,117,58,55,16,8,34,151,187,51,23,9,2,715,10.5,2269,9,177.8,90,626
Casemiro,9/3/2022,Entire Session,60,8492.22,68.85,3118.26,2566.82,1093.09,1231.44,443.97,38.64,3.91,1.15,8.01,33,113,289,330,179,85,23,5,103,305,383,161,69,24,10,1576.49,12.67,3.98,3.68,0.08,1093.88,142
