Player Name,Session Date,Drill Name,Session Time(mins),Total Distance,Metres Per Minute,Distance Zone 1,Distance Zone 2,Distance Zone 3,Distance Zone 4,Distance Zone 5,Distance Zone 6,HSR per min,Average Speed,Maximum Speed,Number of Sprints,Number of Accelerations,Accelerations Zone 1,Accelerations Zone 2,Accelerations Zone 3,Accelerations Zone 4,Accelerations Zone 5,Accelerations Zone 6,Number of Decelerations,Decelerations Zone 1,Decelerations Zone 2,Decelerations Zone 3,Decelerations Zone 4,Decelerations Zone 5,Decelerations Zone 6,HML Distance,HML Distance Per Minute,Average Step Impact Left (g),Average Step Impact Right (g),Step Balance,HML Efforts,Explosive Distance
Marcelo,9/22/2022,Warm Up,16.04,1196,74.58,312,667,60,71,65,21,5.37,1.24,7.94,7,11,43,27,4,7,2,2,8,35,51,5,4,2,2,149,9.3,839,4,0.51,14,63
Casemiro,9/22/2022,Warm Up,16.04,1233,76.91,319,719,58,57,63,17,4.99,1.28,7.51,6,5,60,36,8,1,1,3,7,55,49,8,3,0,4,136,8.48,398,4,0.45,11,56
Valverde,9/22/2022,Warm Up,16.04,883,55.07,215,368,143,84,55,17,4.5,0.92,7.66,5,10,35,30,4,5,3,2,8,21,32,13,1,3,4,150,9.33,258,4,0.52,11,77
Tchouameni,9/22/2022,Warm Up,16.04,1292,80.58,267,759,105,62,69,30,6.22,1.34,7.96,7,8,64,25,9,5,1,2,8,49,32,5,3,2,3,161,10.06,487,7,0.52,13,62
Carvajal,9/22/2022,Warm Up,16.04,1306,81.44,257,747,118,80,74,31,6.5,1.36,7.82,7,7,44,35,6,2,1,4,6,54,39,3,1,4,1,170,10.61,763,5,0.54,13,66
Militao,9/22/2022,Warm Up,16.04,1210,75.45,286,680,99,57,65,24,5.54,1.26,7.61,7,7,50,21,8,3,1,3,4,48,31,7,0,2,2,152,9.51,844,5,0.51,13,64
Vallejo,9/22/2022,Warm Up,16.04,1353,84.37,261,728,189,78,62,35,6.07,1.41,8.38,7,9,42,26,8,5,0,4,5,49,35,8,0,2,3,165,10.26,861,5,0.55,17,67
Nacho,9/22/2022,Warm Up,16.04,1259,78.48,295,689,103,68,84,20,6.5,1.31,7.45,8,9,46,23,8,4,3,2,7,51,34,8,4,2,1,169,10.52,681,8,0.57,13,64
Hazard,9/22/2022,Warm Up,16.04,1220,76.05,294,706,79,54,61,26,5.4,1.27,7.76,6,7,44,23,5,3,2,2,5,39,35,5,1,2,2,139,8.66,369,4,0.45,11,52
Kroos,9/22/2022,Warm Up,16.04,1313,81.87,313,706,122,56,70,46,7.22,1.36,8.31,8,13,54,41,7,6,4,3,10,54,55,6,5,2,3,164,10.25,786,5,0.51,14,49
Benzema,9/22/2022,Warm Up,16.04,1266,78.92,238,742,142,66,56,22,4.86,1.32,7.57,5,5,48,41,4,1,2,2,5,52,53,5,1,3,1,136,8.47,695,4,0.43,11,58
Isco,9/23/2022,Warm Up,7.43,938,126.13,101,640,127,59,10,0,1.32,2.1,6.15,1,3,23,8,0,1,1,1,0,22,14,2,0,0,0,51,6.81,470,0,0.18,4,41
Modric,9/23/2022,Warm Up,7.43,785,105.58,107,558,70,46,3,0,0.46,1.76,5.85,1,2,21,7,1,0,1,1,1,17,8,2,1,0,0,37,5.01,362,0,0.15,5,34
Camavinga,9/23/2022,Warm Up,7.43,949,127.68,111,577,185,44,32,0,4.28,2.13,6.63,2,2,11,5,1,1,0,1,2,8,9,0,2,0,0,54,7.3,206,0,0.17,4,22
Marcelo,9/23/2022,Warm Up,7.43,724,97.46,101,516,53,49,6,0,0.84,1.62,6,2,2,25,7,0,1,1,0,1,22,12,2,1,0,0,36,4.86,305,0,0.13,3,30
Casemiro,9/23/2022,Warm Up,7.43,840,112.96,102,610,62,52,12,0,1.68,1.88,6.45,1,2,19,13,0,1,1,0,1,22,18,2,1,0,0,45,6,308,0,0.15,3,32
Valverde,9/23/2022,Warm Up,7.43,849,114.25,106,571,109,53,10,0,1.28,1.9,5.83,1,0,19,8,4,0,0,0,2,18,9,0,1,1,0,45,6.08,296,0,0.17,4,36
Tchouameni,9/23/2022,Warm Up,7.43,885,119,93,600,113,38,40,0,5.37,1.98,6.78,3,2,16,13,3,1,0,1,1,17,15,1,1,0,0,62,8.32,344,0,0.21,7,22
Carvajal,9/23/2022,Warm Up,7.43,934,125.66,105,585,182,52,9,0,1.23,2.09,6.04,2,2,11,11,0,1,0,1,1,13,14,1,0,1,0,43,5.79,451,1,0.15,3,34
Militao,9/23/2022,Warm Up,7.43,892,119.98,81,650,88,51,22,0,2.89,2,6.89,2,3,15,6,0,2,0,1,1,17,8,2,0,1,0,46,6.17,631,1,0.15,5,24
Alaba,9/23/2022,Warm Up,7.43,871,117.16,94,630,75,51,21,0,2.77,1.95,6.12,2,2,25,11,0,1,0,1,2,17,13,1,1,1,0,50,6.7,217,1,0.17,4,29
Vallejo,9/23/2022,Warm Up,7.43,853,114.78,85,623,75,36,32,2,4.62,1.91,7.32,3,2,24,12,0,0,1,1,2,20,15,2,2,0,0,50,6.73,542,1,0.16,3,16
Nacho,9/23/2022,Warm Up,7.43,858,115.42,95,608,89,39,27,0,3.68,1.92,6.85,2,2,13,10,0,1,0,1,2,16,13,0,2,0,0,46,6.14,444,1,0.14,3,18
Hazard,9/23/2022,Warm Up,7.43,849,114.24,107,614,75,33,21,0,2.8,1.9,6.77,2,2,10,13,0,0,2,0,2,13,18,1,2,0,0,42,5.62,406,0,0.15,5,21
Benzema,9/23/2022,Warm Up,7.43,930,125.12,101,631,129,20,46,2,6.53,2.09,7.09,3,2,17,18,1,0,1,1,2,8,23,3,0,2,0,55,7.36,286,1,0.16,3,6
Isco,9/24/2022,Warm Up,15.82,951,60.1,275,375,150,92,58,0,3.69,1,6.84,7,15,44,27,7,11,4,0,9,40,39,10,3,4,2,162,10.22,484,6,0.59,17,103
Modric,9/24/2022,Warm Up,15.82,935,59.06,322,311,132,167,3,0,0.18,0.98,5.73,0,18,29,18,15,9,7,2,10,34,35,11,7,3,0,178,11.28,427,4,0.72,23,176
Asensio,9/24/2022,Warm Up,15.82,974,61.57,249,457,138,99,31,1,2.01,1.03,7.13,4,15,36,45,11,11,3,1,11,43,54,7,4,5,2,165,10.41,415,4,0.65,21,133
Camavinga,9/24/2022,Warm Up,15.82,980,61.96,263,441,139,110,26,0,1.67,1.03,6.56,3,11,46,20,12,7,4,0,9,32,40,11,5,2,2,151,9.57,363,3,0.62,20,125
Marcelo,9/24/2022,Warm Up,15.82,934,59.04,289,442,84,66,37,14,3.28,0.98,7.58,3,8,32,25,8,6,1,1,8,43,26,10,6,0,2,126,7.99,255,1,0.47,15,74
Carvajal,9/24/2022,Warm Up,15.82,866,54.72,234,360,119,141,12,0,0.77,0.91,6.29,2,12,23,23,6,6,4,2,7,33,32,5,6,0,1,161,10.19,274,1,0.64,23,149
Militao,9/24/2022,Warm Up,15.82,1059,66.93,309,370,128,172,59,22,5.12,1.12,7.76,6,20,31,25,14,15,5,0,13,35,41,9,7,1,5,247,15.61,482,5,0.93,28,166
Alaba,9/24/2022,Warm Up,15.82,1015,64.12,330,391,134,110,19,31,3.15,1.07,8.28,2,12,43,36,15,7,3,2,9,64,42,10,3,4,2,191,12.06,466,3,0.72,22,141
Vallejo,9/24/2022,Warm Up,15.82,1053,66.55,299,405,166,133,49,1,3.18,1.11,7.32,5,18,39,34,16,9,8,1,9,41,47,13,4,2,3,214,13.53,554,7,0.81,27,164
Nacho,9/24/2022,Warm Up,15.82,1087,68.67,326,367,179,162,39,13,3.3,1.14,7.44,3,14,38,27,21,10,4,0,13,45,39,17,12,1,0,239,15.11,486,2,0.95,26,187
Hazard,9/24/2022,Warm Up,15.82,1002,63.33,301,372,123,114,78,15,5.85,1.06,7.58,8,14,42,21,9,6,6,2,13,35,32,4,9,4,0,213,13.49,318,6,0.76,20,121
Kroos,9/24/2022,Warm Up,15.82,1231,77.8,268,560,160,177,44,22,4.17,1.3,8.17,5,24,33,38,24,16,5,3,16,50,47,24,13,3,0,257,16.25,462,4,1,28,191
Isco,9/25/2022,Warm Up,14.28,968,67.77,314,435,155,60,2,0,0.16,1.13,5.71,0,6,43,25,10,5,1,0,3,56,31,7,3,0,0,60,4.17,360,0,0.27,11,57
Modric,9/25/2022,Warm Up,14.28,835,58.51,403,344,86,2,0,0,0,0.98,4.17,0,8,46,23,7,6,2,0,0,46,33,11,0,0,0,39,2.72,372,0,0.21,8,39
Asensio,9/25/2022,Warm Up,14.28,987,69.12,302,509,150,25,1,0,0.08,1.15,5.77,0,11,53,32,11,4,5,2,8,68,49,7,7,1,0,68,4.78,311,1,0.32,11,67
Camavinga,9/25/2022,Warm Up,14.28,952,66.69,324,421,152,37,18,0,1.29,1.11,6.93,2,8,37,15,7,6,1,1,2,51,14,7,1,1,0,67,4.72,181,1,0.28,9,49
Marcelo,9/25/2022,Warm Up,14.28,977,68.4,321,486,129,28,12,0,0.87,1.14,6.48,1,13,41,29,8,8,5,0,7,35,49,9,7,0,0,73,5.09,454,0,0.32,11,60
Casemiro,9/25/2022,Warm Up,14.28,1081,75.71,407,497,118,56,3,0,0.2,1.26,6.21,1,16,59,33,14,8,7,1,17,51,41,12,12,3,2,114,7.95,401,1,0.51,16,111
Tchouameni,9/25/2022,Warm Up,14.28,992,69.5,355,483,123,31,0,0,0,1.16,5.29,0,14,37,32,13,4,8,2,8,59,33,14,7,1,0,73,5.09,343,1,0.34,14,73
Carvajal,9/25/2022,Warm Up,14.28,909,63.64,320,473,108,8,0,0,0,1.06,4.63,0,4,48,31,8,3,1,0,1,49,46,3,1,0,0,39,2.72,427,0,0.2,6,39
Militao,9/25/2022,Warm Up,14.28,912,63.86,279,493,107,30,2,0,0.16,1.06,5.66,0,5,47,28,9,2,3,0,2,32,43,8,0,1,1,62,4.37,369,1,0.28,10,60
Alaba,9/25/2022,Warm Up,14.28,907,63.55,349,439,108,11,0,0,0,1.06,5.12,0,9,78,50,11,5,3,1,2,73,57,14,1,0,1,41,2.89,450,0,0.2,6,41
Vallejo,9/25/2022,Warm Up,14.28,932,65.25,311,513,90,17,0,0,0,1.09,4.7,0,7,35,29,7,6,1,0,1,45,38,4,0,1,0,42,2.97,467,0,0.21,7,42
Nacho,9/25/2022,Warm Up,14.28,886,62.04,351,436,89,10,0,0,0,1.03,4.73,0,8,46,15,5,5,3,0,3,37,26,7,2,1,0,40,2.82,279,0,0.2,8,40
Hazard,9/25/2022,Warm Up,14.28,843,59.01,357,451,29,5,0,0,0,0.98,4.79,0,7,51,31,9,3,4,0,3,62,42,14,3,0,0,35,2.47,161,0,0.18,7,35
Kroos,9/25/2022,Warm Up,14.28,966,67.65,257,467,177,63,2,0,0.12,1.13,5.82,0,14,49,46,14,5,7,2,8,38,59,14,6,2,0,99,6.94,295,2,0.45,13,97
Benzema,9/25/2022,Warm Up,14.28,1033,72.33,371,508,122,31,1,0,0.04,1.21,5.58,0,13,41,43,11,12,1,0,10,58,55,10,4,6,0,81,5.64,429,1,0.38,14,80
Isco,9/28/2022,Warm Up,15.43,970,62.9,363,305,92,133,70,6,4.95,1.05,7.42,5,19,46,28,14,9,5,5,19,47,37,10,7,8,4,189,12.28,528,6,0.69,19,113
Modric,9/28/2022,Warm Up,15.43,522,33.85,264,195,45,18,0,0,0,0.56,5.24,0,5,51,32,8,1,2,2,4,39,41,2,2,2,0,26,1.7,258,0,0.12,4,26
Asensio,9/28/2022,Warm Up,15.43,767,49.69,291,339,97,37,3,0,0.19,0.83,6.04,0,24,51,49,13,11,8,5,17,56,48,17,11,2,4,104,6.77,252,4,0.49,14,102
Marcelo,9/28/2022,Warm Up,15.43,665,43.11,333,273,36,22,2,0,0.11,0.72,5.68,0,12,47,31,7,6,2,4,7,59,40,6,4,3,0,49,3.2,293,2,0.22,7,48
Casemiro,9/28/2022,Warm Up,15.43,723,46.86,330,293,77,21,2,0,0.11,0.78,5.88,1,20,54,34,11,13,6,1,12,46,45,15,7,4,1,79,5.11,285,2,0.39,8,77
Carvajal,9/28/2022,Warm Up,15.43,669,43.38,225,244,60,44,63,33,6.22,0.72,8.05,4,8,35,15,2,6,1,1,2,35,19,5,0,1,1,113,7.33,280,2,0.36,7,17
Militao,9/28/2022,Warm Up,15.43,840,54.46,329,247,65,116,60,23,5.37,0.91,8.25,4,15,44,33,10,9,4,2,9,47,32,12,4,2,3,154,9.99,505,5,0.55,12,71
Alaba,9/28/2022,Warm Up,15.43,833,53.97,350,259,49,74,95,5,6.51,0.9,7.31,4,9,60,43,7,5,4,0,7,61,38,7,4,1,2,147,9.55,334,2,0.5,9,47
Nacho,9/28/2022,Warm Up,15.43,556,36.02,289,220,41,6,0,0,0,0.6,5.05,0,4,58,38,8,4,0,0,4,67,38,6,4,0,0,19,1.23,163,0,0.1,3,19
Kroos,9/28/2022,Warm Up,15.43,678,43.96,273,314,78,14,0,0,0,0.73,4.58,0,17,59,40,19,10,4,3,10,63,47,18,7,2,1,67,4.35,299,2,0.34,8,67
Benzema,9/28/2022,Warm Up,15.43,799,51.77,337,312,121,29,0,0,0,0.86,5.13,0,23,48,51,20,13,9,1,16,68,49,25,8,5,3,98,6.32,344,3,0.48,13,98
Carvajal,9/30/2022,Warm Up,9.42,775,82.3,287,330,73,38,46,0,4.91,1.37,6.83,5,7,29,18,4,2,0,5,6,28,28,4,3,3,0,100,10.64,232,3,0.36,12,54
Militao,9/30/2022,Warm Up,9.42,752,79.81,278,265,69,92,48,0,5.1,1.33,6.61,6,9,25,24,3,3,4,2,6,31,22,6,5,1,0,129,13.72,220,1,0.46,14,81
Alaba,9/30/2022,Warm Up,9.42,939,99.74,235,361,227,64,53,0,5.61,1.66,6.61,6,7,22,17,7,2,0,5,9,24,20,7,5,3,1,107,11.41,575,3,0.4,13,55
Vallejo,9/30/2022,Warm Up,9.3,818,87.97,243,387,78,54,57,0,6.1,1.47,7,5,7,27,22,6,2,0,5,5,34,30,6,0,3,2,121,13.05,495,5,0.44,15,65
Hazard,9/30/2022,Warm Up,9.42,704,74.75,312,272,44,32,44,0,4.72,1.25,6.84,5,7,35,26,4,1,3,3,5,36,35,5,0,4,1,90,9.56,115,5,0.32,10,46
Isco,9/1/2022,Warm Up,24.16,1623,67.2,618,513,104,166,218,4,9.19,1.12,7.08,11,25,53,65,19,13,7,5,24,91,71,11,12,6,6,343,14.18,690,5,1.16,24,121
